CustID,Date,Category,Amount
100,2024-06-05,식당,114.72
100,2024-05-01,마트,53.58
100,2024-01-23,여행,835.29
100,2024-11-03,편의점,3.79
100,2024-09-29,여행,260.69
100,2024-05-03,편의점,47.4
100,2024-02-05,식당,87.87
100,2024-08-24,식당,116.45
100,2024-02-06,편의점,36.17
100,2024-08-22,식당,78.38
100,2024-09-04,여행,277.02
100,2024-11-22,식당,147.36
100,2024-01-23,마트,40.2
100,2024-05-19,편의점,30.21
100,2024-04-04,마트,13.79
100,2024-10-18,식당,81.62
100,2024-03-25,OTT,7.76
100,2024-06-04,마트,210.27
100,2024-07-28,여행,165.4
100,2024-12-20,식당,74.25
100,2024-08-04,마트,200.88
100,2024-05-03,OTT,13.21
100,2024-09-25,여행,225.59
100,2024-06-28,마트,203.94
100,2024-06-17,마트,74.94
100,2024-04-02,편의점,32.83
100,2024-07-17,편의점,46.45
100,2024-09-06,식당,72.14
100,2024-11-22,편의점,7.97
100,2024-05-19,식당,15.64
100,2024-01-16,여행,882.28
100,2024-10-05,편의점,49.51
100,2024-03-16,여행,509.47
100,2024-03-02,OTT,29.48
100,2024-12-14,편의점,2.16
100,2024-06-18,편의점,26.41
100,2024-10-13,마트,126.65
100,2024-12-22,식당,135.64
100,2024-09-04,편의점,36.14
100,2024-11-15,편의점,44.44
100,2024-08-13,편의점,11.54
100,2024-04-24,식당,150.54
100,2024-11-22,마트,238.42
100,2024-04-04,편의점,35.46
100,2024-05-24,마트,85.76
100,2024-05-17,식당,15.01
100,2024-02-06,편의점,9.76
100,2024-07-01,마트,63.41
100,2024-07-28,편의점,30.12
100,2024-07-14,식당,80.07
100,2024-06-23,식당,46.68
100,2024-08-11,식당,16.14
100,2024-08-21,편의점,12
100,2024-04-09,편의점,25.66
100,2024-11-20,마트,90.51
100,2024-09-14,마트,78.5
100,2024-04-08,식당,103.21
100,2024-08-13,편의점,45.57
101,2024-05-31,식당,50.54
101,2024-06-10,편의점,45.4
101,2024-07-14,OTT,6.61
101,2024-10-29,식당,100.77
101,2024-07-13,OTT,15.86
101,2024-03-18,마트,111.12
101,2024-06-17,여행,78.27
101,2024-10-02,여행,461.67
101,2024-09-06,마트,52.37
101,2024-03-26,마트,216.94
101,2024-12-13,식당,14.78
101,2024-03-23,OTT,28.91
101,2024-09-06,OTT,26.86
101,2024-03-24,마트,220.7
101,2024-10-13,편의점,11.44
101,2024-10-30,편의점,1.75
101,2024-12-26,편의점,42.93
101,2024-01-01,OTT,17.23
101,2024-05-29,OTT,21.03
101,2024-09-04,OTT,13.79
101,2024-09-11,식당,116.2
101,2024-09-30,OTT,17.57
101,2024-04-07,마트,265.23
101,2024-08-17,편의점,5.77
101,2024-12-25,편의점,8.78
101,2024-05-22,마트,223.27
101,2024-04-09,편의점,42.96
101,2024-02-12,식당,128.55
101,2024-04-21,마트,179.31
101,2024-05-28,OTT,29.82
101,2024-06-21,여행,354.62
101,2024-12-19,여행,198.97
101,2024-05-05,마트,250.76
101,2024-05-19,OTT,7.63
101,2024-12-15,식당,66.87
101,2024-09-21,OTT,19.01
101,2024-12-04,식당,97.66
101,2024-07-05,OTT,29.62
101,2024-06-02,여행,342.48
101,2024-10-25,마트,59.94
101,2024-02-24,OTT,17.48
101,2024-07-08,마트,276.54
101,2024-06-21,식당,38.15
101,2024-02-29,여행,420.95
101,2024-05-01,OTT,26.69
101,2024-03-21,편의점,48.26
101,2024-03-26,마트,116.72
101,2024-01-08,편의점,4.54
101,2024-10-04,식당,108.46
101,2024-10-13,식당,113.46
101,2024-12-08,편의점,1.49
101,2024-10-22,식당,31.93
101,2024-09-20,여행,691.46
101,2024-05-28,식당,36.86
101,2024-02-28,OTT,26.38
101,2024-03-23,마트,179.29
101,2024-01-27,마트,149.63
101,2024-07-21,마트,75.42
101,2024-09-27,여행,473.38
101,2024-02-17,OTT,16.16
101,2024-08-01,마트,163.66
101,2024-02-29,OTT,5.38
101,2024-08-30,OTT,22.1
101,2024-02-11,식당,187.04
102,2024-02-26,편의점,26.2
102,2024-09-03,OTT,28.79
102,2024-01-28,식당,136.71
102,2024-05-09,편의점,47.7
102,2024-11-27,OTT,28.73
102,2024-11-05,OTT,12.72
102,2024-01-02,편의점,20.63
102,2024-10-27,식당,96.77
102,2024-11-03,식당,113.08
102,2024-12-30,OTT,19.34
102,2024-05-19,여행,300.81
102,2024-11-07,OTT,22.38
102,2024-03-04,여행,505.67
102,2024-02-13,OTT,8.22
102,2024-03-10,OTT,29.65
102,2024-08-06,마트,85.95
102,2024-07-05,OTT,27.16
102,2024-06-03,OTT,7.58
102,2024-07-18,OTT,23.16
102,2024-09-18,식당,26.8
102,2024-09-18,OTT,22.82
102,2024-08-18,OTT,12.8
102,2024-01-28,OTT,26.38
102,2024-04-10,식당,73.86
102,2024-06-17,편의점,11.07
102,2024-07-30,편의점,43.82
102,2024-01-21,OTT,5.71
102,2024-05-17,마트,196.5
102,2024-04-04,마트,164.01
102,2024-05-15,마트,15.57
102,2024-04-21,마트,158.08
102,2024-09-20,마트,227.69
102,2024-03-08,OTT,7.4
102,2024-10-06,OTT,18.77
102,2024-08-11,편의점,29.47
102,2024-07-04,여행,767.81
102,2024-01-09,여행,570.2
102,2024-06-25,OTT,21.06
102,2024-06-08,편의점,13.89
102,2024-06-14,OTT,10.88
102,2024-07-18,OTT,12.91
102,2024-07-02,마트,223.19
102,2024-12-24,OTT,9.46
102,2024-12-04,OTT,11.76
102,2024-05-09,OTT,19.92
102,2024-06-06,편의점,6.63
102,2024-08-12,식당,36.89
102,2024-09-30,편의점,12.96
102,2024-04-22,OTT,9.44
102,2024-11-09,마트,297.65
102,2024-11-07,식당,88.84
102,2024-10-26,마트,156.55
102,2024-11-26,OTT,18.14
102,2024-10-18,마트,211.1
102,2024-12-14,식당,88.92
102,2024-12-18,편의점,21.59
102,2024-05-24,OTT,10.4
102,2024-01-12,여행,133.37
102,2024-02-26,OTT,28.69
102,2024-12-15,마트,30.12
102,2024-06-24,OTT,23.32
102,2024-01-12,식당,16.22
102,2024-05-01,식당,52.08
102,2024-02-16,식당,127.03
103,2024-06-27,마트,100.25
103,2024-02-09,마트,267.08
103,2024-12-17,편의점,38.99
103,2024-06-14,식당,145.92
103,2024-01-24,편의점,7.55
103,2024-09-16,마트,254.25
103,2024-05-10,마트,286.32
103,2024-06-29,식당,179.49
103,2024-01-18,식당,127.3
103,2024-04-02,식당,158.2
103,2024-04-09,마트,100.34
103,2024-03-24,식당,188.27
103,2024-05-08,편의점,4.75
103,2024-11-05,편의점,8.8
103,2024-08-25,OTT,13.82
103,2024-12-23,편의점,12.74
103,2024-12-20,OTT,27.03
103,2024-07-08,OTT,5.12
103,2024-11-28,편의점,35.25
103,2024-09-22,마트,181.85
103,2024-11-10,OTT,13.41
103,2024-08-01,마트,209.37
103,2024-12-03,편의점,22.01
103,2024-09-25,마트,125.76
103,2024-06-16,편의점,32.87
103,2024-03-15,마트,51.82
103,2024-03-23,식당,194.59
103,2024-10-27,여행,120.78
103,2024-03-18,OTT,16.43
103,2024-06-03,마트,154.06
103,2024-09-11,여행,779.2
103,2024-09-15,마트,59.14
103,2024-07-30,여행,203.51
103,2024-07-31,OTT,23.61
103,2024-03-03,여행,502.14
103,2024-04-02,OTT,27.55
103,2024-04-30,식당,171.04
103,2024-01-09,편의점,26.24
103,2024-05-18,여행,321.54
103,2024-05-27,편의점,22.65
103,2024-09-23,편의점,40.66
103,2024-10-30,마트,39.04
103,2024-08-02,식당,154.38
103,2024-12-08,OTT,27.91
103,2024-04-15,편의점,27.15
103,2024-01-05,OTT,18.99
103,2024-08-28,마트,241.5
103,2024-12-10,OTT,27.33
103,2024-07-10,OTT,19.08
103,2024-05-23,식당,150.16
103,2024-05-28,마트,237.15
103,2024-03-30,마트,145.94
103,2024-12-06,OTT,7.21
103,2024-05-30,식당,50.18
103,2024-09-15,식당,122.73
103,2024-12-27,마트,266.17
103,2024-11-04,편의점,41.5
103,2024-11-13,편의점,5.71
103,2024-05-29,마트,206.02
103,2024-07-21,식당,38.88
103,2024-06-04,마트,220.28
103,2024-01-16,마트,251.44
103,2024-01-28,편의점,48.49
103,2024-01-09,마트,26.68
103,2024-12-06,OTT,15.6
103,2024-11-20,편의점,15.69
103,2024-08-07,편의점,45.59
103,2024-06-05,식당,111.98
103,2024-04-28,OTT,6.28
103,2024-05-13,OTT,12.98
103,2024-02-23,여행,155.74
103,2024-11-27,식당,67.2
103,2024-05-28,편의점,27.91
103,2024-04-20,식당,195.43
103,2024-11-16,OTT,20.05
103,2024-07-29,식당,133.56
103,2024-10-27,편의점,45.09
103,2024-08-08,OTT,19.63
103,2024-08-09,식당,24.89
103,2024-01-11,마트,176.32
103,2024-09-02,마트,265.84
103,2024-01-16,식당,91.89
103,2024-03-24,여행,607
103,2024-12-04,OTT,17.73
103,2024-11-26,마트,299.79
103,2024-07-28,식당,127.63
103,2024-10-16,마트,285.1
103,2024-09-05,편의점,7.14
103,2024-11-01,식당,66.56
103,2024-03-04,여행,214.14
103,2024-06-15,편의점,6.1
103,2024-09-28,식당,47.82
103,2024-04-18,마트,88.77
103,2024-02-13,OTT,28.66
103,2024-07-19,편의점,32.94
103,2024-04-29,여행,327.23
103,2024-01-28,편의점,29.14
103,2024-07-04,OTT,11.98
103,2024-06-25,식당,123.14
103,2024-12-17,OTT,12.92
103,2024-11-17,마트,185.2
103,2024-12-25,OTT,24.97
103,2024-12-01,여행,131.58
103,2024-03-11,OTT,26.63
103,2024-11-09,식당,138.45
103,2024-11-12,OTT,18.64
103,2024-01-14,식당,185.34
103,2024-03-18,식당,176.93
103,2024-10-22,마트,29.66
103,2024-04-09,편의점,36.75
103,2024-04-11,식당,194.36
103,2024-01-21,식당,166.82
103,2024-01-26,OTT,27.29
103,2024-07-20,편의점,40.65
103,2024-01-12,편의점,3.39
103,2024-03-10,식당,173.95
103,2024-07-17,마트,249.49
103,2024-06-04,편의점,13.93
103,2024-09-21,OTT,23.95
103,2024-01-23,편의점,40.8
103,2024-12-22,OTT,22.21
103,2024-12-07,편의점,9.8
103,2024-01-15,식당,125.74
103,2024-12-01,편의점,42.78
103,2024-01-04,편의점,10.17
103,2024-01-26,편의점,19.77
103,2024-03-13,OTT,19.85
104,2024-07-01,편의점,21.43
104,2024-02-08,여행,350.14
104,2024-04-26,마트,25.56
104,2024-04-07,편의점,1.24
104,2024-01-22,마트,275.23
104,2024-06-11,여행,115.21
104,2024-04-22,마트,70.93
104,2024-11-20,편의점,43
104,2024-09-23,식당,99.92
104,2024-12-19,식당,145.04
104,2024-10-12,마트,28.34
104,2024-04-28,마트,255.6
104,2024-07-07,여행,965.83
104,2024-11-06,마트,193.23
104,2024-06-13,마트,209.8
104,2024-02-27,마트,175.52
104,2024-11-20,식당,37.65
104,2024-06-08,식당,83.43
104,2024-11-25,마트,283.45
104,2024-10-06,식당,92.46
104,2024-03-08,마트,234.1
104,2024-10-14,마트,194.46
104,2024-07-03,식당,155.47
104,2024-05-09,편의점,20.05
104,2024-02-24,마트,15.07
104,2024-05-09,식당,150.17
104,2024-03-09,여행,146.28
104,2024-12-28,식당,19.43
104,2024-04-15,여행,288.53
104,2024-01-27,여행,535.42
104,2024-05-13,마트,114.51
104,2024-03-04,여행,63.9
104,2024-03-05,마트,202.26
104,2024-11-10,마트,79.33
104,2024-12-22,편의점,20.99
104,2024-01-06,편의점,25.01
104,2024-08-25,마트,241.42
104,2024-06-02,식당,41.08
104,2024-09-27,식당,140.71
104,2024-07-19,마트,264.53
104,2024-08-07,마트,253.56
104,2024-01-29,편의점,47.94
104,2024-06-02,식당,135.5
104,2024-09-07,식당,41.46
104,2024-10-03,여행,101.96
104,2024-04-03,편의점,23.17
104,2024-08-15,여행,655.19
104,2024-05-07,편의점,47.02
104,2024-05-13,마트,260.04
104,2024-05-17,마트,181.25
104,2024-03-25,여행,810.85
104,2024-10-17,편의점,39.2
104,2024-03-31,편의점,23.88
104,2024-10-08,편의점,47.66
104,2024-10-26,마트,196.6
104,2024-02-12,여행,777.93
104,2024-01-01,마트,260.02
104,2024-02-29,편의점,8
104,2024-11-08,식당,98.99
104,2024-05-23,마트,252.87
104,2024-01-27,마트,68.2
104,2024-03-19,마트,42.48
104,2024-11-14,편의점,26.87
104,2024-09-22,편의점,43.3
104,2024-03-10,마트,204.91
104,2024-03-26,여행,368.15
104,2024-03-25,식당,190.83
104,2024-09-03,마트,24.39
104,2024-04-07,마트,253.11
104,2024-10-31,마트,47.64
104,2024-01-28,편의점,9.7
104,2024-05-08,마트,51.04
104,2024-01-23,식당,29.73
104,2024-07-15,마트,47.57
104,2024-02-25,마트,178.63
104,2024-07-09,마트,113.56
104,2024-11-27,마트,118.54
104,2024-11-02,식당,182.68
104,2024-03-21,식당,30.86
104,2024-09-14,마트,66.11
104,2024-01-14,편의점,9.73
104,2024-02-03,식당,23.21
104,2024-10-16,마트,261.31
104,2024-08-16,식당,144.64
104,2024-11-21,여행,710.96
104,2024-10-21,식당,69.37
104,2024-12-01,식당,110.47
104,2024-04-27,마트,43.87
104,2024-09-03,식당,61.57
104,2024-06-16,여행,250.15
104,2024-01-16,편의점,24.88
104,2024-09-19,식당,195.51
104,2024-03-08,마트,75.05
104,2024-06-09,편의점,33.61
104,2024-12-20,여행,471.1
104,2024-05-26,마트,10.97
104,2024-07-06,편의점,40.37
105,2024-11-29,편의점,46.45
105,2024-11-30,편의점,40.18
105,2024-03-14,식당,13.13
105,2024-05-17,편의점,6.58
105,2024-01-01,식당,66.1
105,2024-07-07,편의점,35.18
105,2024-06-22,편의점,15.87
105,2024-02-07,OTT,5.18
105,2024-08-08,OTT,12.33
105,2024-12-01,식당,45.55
105,2024-02-28,여행,530.2
105,2024-04-25,마트,249.24
105,2024-07-14,편의점,8.61
105,2024-01-07,편의점,31.16
105,2024-11-03,편의점,30.8
105,2024-12-06,편의점,41.02
105,2024-07-11,여행,805.34
105,2024-05-11,식당,64.51
105,2024-02-18,마트,291.8
105,2024-07-17,마트,219.8
105,2024-07-22,여행,803.87
105,2024-11-18,마트,139.97
105,2024-03-18,마트,24.18
105,2024-05-14,편의점,46.11
105,2024-10-05,마트,10.83
105,2024-11-04,마트,193.07
105,2024-11-02,편의점,25.75
105,2024-11-01,편의점,47.23
105,2024-02-05,OTT,18.16
105,2024-04-12,여행,708
105,2024-04-03,식당,110.43
105,2024-02-06,편의점,6.85
105,2024-08-19,OTT,10.45
105,2024-02-21,식당,162.45
105,2024-06-15,OTT,24.9
105,2024-05-17,마트,283.85
105,2024-08-24,마트,281.78
105,2024-09-11,식당,71.45
105,2024-11-10,식당,183.26
105,2024-09-15,마트,244.22
105,2024-03-09,여행,958.03
105,2024-08-28,마트,111.35
105,2024-07-28,식당,103.63
105,2024-12-18,OTT,21.44
105,2024-12-02,편의점,22.28
105,2024-04-14,마트,108.57
105,2024-04-08,식당,15.85
105,2024-10-21,마트,85.98
105,2024-06-10,여행,631.85
105,2024-09-01,편의점,24.52
105,2024-01-07,마트,143.28
105,2024-10-31,마트,154.33
105,2024-01-22,OTT,11.21
105,2024-08-09,마트,176.76
105,2024-01-22,마트,195.19
105,2024-02-06,편의점,42.96
105,2024-03-21,마트,96.74
105,2024-12-02,식당,34.28
105,2024-01-13,식당,55.06
105,2024-05-27,여행,210.62
105,2024-02-28,편의점,30.82
105,2024-09-06,OTT,22.77
105,2024-03-01,편의점,6.54
105,2024-03-26,마트,278.82
105,2024-08-12,마트,35.05
105,2024-05-21,편의점,45.25
105,2024-07-29,식당,76.04
105,2024-04-10,식당,169.89
105,2024-12-16,여행,334.74
105,2024-02-07,식당,121.21
105,2024-03-03,식당,155.03
105,2024-06-12,여행,249.76
105,2024-02-28,편의점,21.22
105,2024-03-29,편의점,27.65
105,2024-08-25,OTT,26.72
105,2024-11-16,편의점,28.91
105,2024-06-22,식당,173.5
105,2024-08-25,OTT,26.43
105,2024-12-05,식당,97.21
105,2024-12-11,식당,36.75
105,2024-06-08,마트,253.12
105,2024-09-28,OTT,25.78
105,2024-06-24,편의점,21.07
105,2024-02-25,여행,903.1
105,2024-06-13,OTT,21.19
105,2024-10-11,편의점,41.64
105,2024-08-05,마트,157.3
105,2024-07-06,OTT,6.06
105,2024-06-10,편의점,43.64
105,2024-01-26,OTT,21.73
105,2024-12-05,식당,160.47
105,2024-11-01,마트,162.68
105,2024-10-20,OTT,15.03
105,2024-11-09,식당,199.34
105,2024-10-15,식당,125.62
105,2024-03-23,마트,67.91
105,2024-03-23,OTT,22.11
105,2024-05-30,OTT,26.82
105,2024-11-14,여행,72.12
105,2024-03-14,편의점,24.57
105,2024-01-15,마트,223.87
105,2024-10-24,OTT,25.21
105,2024-09-29,여행,393.21
105,2024-05-11,OTT,11.86
105,2024-11-01,편의점,32.16
105,2024-08-25,마트,86.28
105,2024-04-22,식당,103.69
106,2024-01-26,편의점,14.3
106,2024-01-12,OTT,22.95
106,2024-03-07,OTT,7.1
106,2024-09-02,식당,129.63
106,2024-07-27,식당,198.36
106,2024-03-31,식당,198
106,2024-12-15,식당,134.94
106,2024-07-22,식당,15.04
106,2024-07-02,OTT,21.24
106,2024-06-15,여행,584.46
106,2024-04-05,편의점,39.55
106,2024-04-27,편의점,46.62
106,2024-10-01,식당,139.19
106,2024-10-06,식당,163.02
106,2024-06-10,편의점,42
106,2024-02-27,마트,243.11
106,2024-03-06,식당,52.11
106,2024-06-23,마트,107.18
106,2024-07-22,OTT,24.35
106,2024-04-29,마트,25.87
106,2024-06-22,식당,142.99
106,2024-12-09,식당,69.45
106,2024-02-14,편의점,34.68
106,2024-02-08,편의점,22.49
106,2024-02-20,식당,118.64
106,2024-02-18,마트,70.55
106,2024-09-06,여행,722.01
106,2024-12-23,편의점,24.14
106,2024-07-28,마트,266.84
106,2024-10-18,OTT,16.71
106,2024-07-01,식당,71.13
106,2024-02-18,마트,298.85
106,2024-04-25,편의점,22.17
106,2024-10-14,편의점,39.59
106,2024-09-29,OTT,25.09
106,2024-10-30,여행,908.51
106,2024-02-26,편의점,21.24
106,2024-05-01,편의점,10.01
106,2024-11-07,마트,198.01
106,2024-01-07,편의점,9.88
106,2024-01-08,편의점,39.34
106,2024-11-06,마트,290.79
106,2024-04-21,마트,286.99
106,2024-11-15,마트,128.23
106,2024-04-25,여행,596.03
106,2024-04-19,마트,131.46
106,2024-03-16,식당,124.93
106,2024-03-16,식당,101.69
106,2024-03-03,OTT,8.2
106,2024-06-22,마트,120.81
106,2024-06-03,식당,161.79
106,2024-05-06,마트,20.84
106,2024-12-10,마트,252.41
106,2024-06-16,OTT,13.97
106,2024-04-15,식당,146.85
106,2024-01-10,마트,131.49
106,2024-04-23,마트,199.9
106,2024-08-16,편의점,48.46
106,2024-08-16,OTT,9.77
106,2024-04-18,마트,218.37
106,2024-06-18,OTT,5.53
106,2024-08-27,편의점,43.46
106,2024-03-31,OTT,24.42
106,2024-09-09,편의점,9.87
106,2024-03-04,식당,14.92
106,2024-04-14,식당,23.13
106,2024-09-12,마트,77.42
106,2024-04-22,편의점,16.6
106,2024-09-06,마트,164.09
106,2024-12-07,여행,320.82
106,2024-12-04,OTT,6.52
106,2024-09-15,OTT,12.13
106,2024-08-03,식당,165.85
106,2024-04-16,OTT,24.43
106,2024-10-26,편의점,24.8
106,2024-02-14,식당,189.17
106,2024-08-19,마트,295.4
106,2024-05-15,마트,75.73
106,2024-06-26,식당,182.35
106,2024-06-24,편의점,2.11
106,2024-11-14,편의점,6.01
106,2024-12-27,마트,11.79
106,2024-09-15,마트,149.55
106,2024-03-21,편의점,6.28
106,2024-12-03,편의점,28.84
106,2024-12-15,OTT,29.1
106,2024-08-24,식당,54.58
106,2024-12-13,마트,140.92
106,2024-10-13,편의점,4.05
106,2024-06-21,여행,658.49
106,2024-08-23,편의점,46.52
106,2024-08-17,마트,160.83
106,2024-09-06,편의점,20.73
106,2024-08-27,여행,862.77
106,2024-12-07,편의점,21.03
106,2024-02-14,식당,26.07
106,2024-01-17,마트,182.67
106,2024-05-11,편의점,27.51
106,2024-07-02,마트,239.43
106,2024-12-25,식당,171.71
106,2024-02-20,마트,11.73
106,2024-05-28,여행,216
106,2024-02-05,식당,148.6
106,2024-01-28,식당,94.54
106,2024-10-30,마트,74.51
106,2024-06-15,식당,10.26
106,2024-06-05,마트,269.22
106,2024-06-17,마트,180.37
106,2024-10-01,식당,79.65
106,2024-05-31,편의점,34.49
106,2024-07-26,편의점,3.26
106,2024-03-18,식당,156.09
106,2024-03-24,편의점,24.79
106,2024-06-02,식당,39.87
106,2024-09-04,여행,921.58
106,2024-12-01,편의점,22.26
106,2024-09-13,여행,533.31
106,2024-05-18,마트,171.94
106,2024-09-13,OTT,17.75
106,2024-01-02,식당,130.86
106,2024-12-04,OTT,22.16
106,2024-05-25,OTT,21.03
106,2024-09-23,편의점,46.3
106,2024-04-11,마트,167.25
107,2024-07-01,편의점,7.41
107,2024-01-26,마트,282.04
107,2024-05-15,마트,144.98
107,2024-07-15,OTT,11.75
107,2024-10-25,마트,28.51
107,2024-01-21,식당,45.21
107,2024-12-29,마트,251.24
107,2024-05-31,마트,118.66
107,2024-02-13,OTT,15.8
107,2024-06-21,식당,85.51
107,2024-05-07,편의점,32.23
107,2024-08-07,여행,454.96
107,2024-05-19,편의점,25.91
107,2024-02-25,OTT,11.3
107,2024-09-08,식당,148.42
107,2024-12-26,식당,33.43
107,2024-02-03,여행,522.39
107,2024-06-16,여행,840.31
107,2024-02-24,식당,34.13
107,2024-11-17,편의점,21.4
107,2024-03-15,마트,79.48
107,2024-06-22,여행,942.85
107,2024-10-03,마트,180.88
107,2024-03-16,마트,22.16
107,2024-02-07,편의점,5.44
108,2024-05-07,마트,57.42
108,2024-03-23,식당,141.74
108,2024-08-04,마트,264.99
108,2024-05-31,식당,64.99
108,2024-09-07,마트,13.4
108,2024-08-16,여행,653.39
108,2024-07-13,OTT,10.71
108,2024-06-14,여행,442.72
108,2024-07-21,마트,66.76
108,2024-01-20,식당,104.52
108,2024-12-03,여행,626.48
108,2024-10-22,식당,89.71
108,2024-04-21,여행,564.61
108,2024-11-28,마트,52.24
108,2024-03-06,마트,214.14
108,2024-09-08,식당,132.23
108,2024-09-20,식당,17.06
108,2024-11-08,편의점,34
108,2024-10-03,마트,181.45
108,2024-01-29,마트,94.69
108,2024-05-18,식당,141.31
108,2024-01-26,OTT,12.97
108,2024-04-06,식당,74.13
108,2024-02-26,OTT,6.21
108,2024-11-05,식당,94.84
108,2024-11-05,편의점,8.71
108,2024-01-02,마트,66.08
108,2024-09-02,마트,280.48
108,2024-02-27,마트,39.66
108,2024-01-06,여행,371.32
108,2024-04-30,편의점,39.79
108,2024-01-30,식당,31.38
108,2024-06-18,편의점,34.44
108,2024-09-08,식당,111.56
108,2024-02-15,식당,11.6
108,2024-04-08,OTT,9.73
108,2024-04-04,마트,258.06
108,2024-09-26,마트,256.73
108,2024-10-02,여행,994.1
108,2024-05-26,OTT,19.64
108,2024-08-13,여행,579.42
108,2024-12-05,편의점,6.15
108,2024-12-01,식당,136.83
108,2024-04-28,마트,158.13
108,2024-11-03,식당,197.26
108,2024-11-06,식당,131.69
108,2024-05-20,마트,134.03
108,2024-08-31,마트,56.14
108,2024-09-18,여행,224.4
108,2024-11-18,여행,243.5
108,2024-06-13,여행,190
108,2024-01-18,마트,122.66
108,2024-08-30,식당,68.21
108,2024-03-26,편의점,27.62
108,2024-07-13,식당,66.8
108,2024-05-29,여행,505.75
108,2024-10-15,마트,257.23
108,2024-08-26,편의점,47.89
108,2024-08-12,식당,163.07
108,2024-11-14,마트,256.19
108,2024-04-03,식당,131.69
108,2024-10-27,OTT,15.12
108,2024-05-30,마트,76
108,2024-10-18,편의점,18.67
108,2024-02-19,OTT,13.12
108,2024-08-04,편의점,3.32
108,2024-03-29,식당,146.1
108,2024-03-09,마트,35.75
108,2024-08-30,편의점,37.54
108,2024-11-18,OTT,16.43
108,2024-11-13,여행,522.91
108,2024-01-14,여행,829.85
108,2024-07-07,편의점,17.55
108,2024-12-19,마트,132.38
108,2024-07-27,편의점,44.88
108,2024-10-14,편의점,14.69
108,2024-08-24,마트,205.64
108,2024-10-24,OTT,15.36
108,2024-10-29,OTT,6.74
108,2024-02-24,여행,128.63
108,2024-06-11,식당,157.64
109,2024-05-01,편의점,7.52
109,2024-09-25,마트,146.36
109,2024-05-20,식당,131.84
109,2024-05-16,편의점,44.32
109,2024-06-16,편의점,28.15
109,2024-12-20,OTT,20.4
109,2024-07-08,OTT,18.54
109,2024-10-08,마트,88.51
109,2024-05-13,편의점,23.32
109,2024-05-20,식당,181.06
109,2024-12-26,OTT,24.16
109,2024-10-30,여행,492.24
109,2024-10-09,마트,271.82
109,2024-06-14,마트,164.46
109,2024-03-05,마트,273.44
109,2024-08-11,식당,30.77
109,2024-07-04,여행,370.08
109,2024-11-20,마트,113.32
109,2024-12-15,여행,903.22
109,2024-01-09,여행,728.95
109,2024-08-25,여행,882.8
109,2024-08-06,OTT,24.53
109,2024-05-28,여행,594.13
109,2024-11-10,편의점,27.62
109,2024-11-20,OTT,15.52
109,2024-12-24,편의점,40.63
109,2024-06-23,OTT,17.8
109,2024-10-02,마트,153.6
109,2024-03-27,여행,329.03
109,2024-07-24,편의점,18.21
109,2024-12-13,편의점,21.42
109,2024-07-26,편의점,21.58
109,2024-12-10,마트,240.47
109,2024-01-16,편의점,23.35
109,2024-08-10,편의점,19.86
109,2024-11-11,OTT,20.11
109,2024-11-28,여행,557.37
109,2024-02-07,식당,167.12
109,2024-02-23,마트,142.15
109,2024-01-25,편의점,1.03
109,2024-10-20,편의점,18.83
109,2024-06-15,편의점,15.13
109,2024-09-27,편의점,33.68
109,2024-11-03,식당,182.3
109,2024-04-12,편의점,1.45
109,2024-11-29,식당,21.93
109,2024-02-01,마트,30.99
109,2024-11-01,마트,196.54
109,2024-05-07,OTT,7.05
109,2024-05-28,식당,12.64
109,2024-06-16,OTT,27.5
109,2024-01-13,식당,148.26
109,2024-07-14,마트,45.98
109,2024-08-16,여행,195.2
109,2024-08-05,마트,255.98
109,2024-05-03,OTT,21.16
109,2024-11-23,식당,100.89
109,2024-03-19,식당,105.44
109,2024-04-08,OTT,6.29
109,2024-05-16,마트,36.48
109,2024-05-23,OTT,9.77
109,2024-11-23,여행,204.75
109,2024-12-26,편의점,49.86
110,2024-12-25,마트,155.98
110,2024-05-03,OTT,19.31
110,2024-12-06,OTT,23.82
110,2024-10-06,마트,90.05
110,2024-01-11,여행,176.01
110,2024-06-14,여행,115.54
110,2024-05-17,마트,236.81
110,2024-04-04,마트,211.4
110,2024-06-08,OTT,8.95
110,2024-12-07,마트,159.9
110,2024-12-01,편의점,34.75
110,2024-08-30,식당,169.45
110,2024-07-31,편의점,1.48
110,2024-10-05,여행,308.47
110,2024-10-29,마트,163.36
110,2024-01-16,OTT,20.33
110,2024-08-23,식당,153.12
110,2024-01-05,OTT,17.99
110,2024-01-01,OTT,29.04
110,2024-06-01,OTT,29.85
110,2024-02-28,OTT,29.89
110,2024-08-31,마트,110.38
110,2024-06-12,식당,170.05
110,2024-10-12,여행,514.66
110,2024-01-13,편의점,43
110,2024-08-13,여행,770.61
110,2024-09-19,OTT,13.39
110,2024-07-08,OTT,17.44
110,2024-06-08,마트,32.61
110,2024-10-06,OTT,29.69
110,2024-03-18,편의점,42.7
110,2024-06-12,OTT,9.63
110,2024-07-12,OTT,12.45
110,2024-11-08,편의점,41.86
110,2024-12-25,마트,218.16
110,2024-01-27,편의점,4.01
110,2024-10-21,편의점,27.24
110,2024-10-27,마트,38.53
110,2024-08-23,마트,205.76
110,2024-05-17,여행,179
110,2024-08-02,OTT,19.48
110,2024-07-27,마트,293.95
110,2024-09-14,편의점,6.44
110,2024-11-08,편의점,45.9
