stock_code,year,quarter,상장폐지 여부,관리종목 여부,감사의견
25900,2022,4,상장,N,기타/확인필요
25900,2023,1,상장,N,기타/확인필요
25900,2023,2,상장,N,기타/확인필요
25900,2023,3,상장,N,기타/확인필요
25900,2023,4,상장,N,기타/확인필요
25900,2024,1,상장,N,기타/확인필요
25900,2024,2,상장,N,기타/확인필요
25900,2024,3,상장,N,기타/확인필요
25900,2024,4,상장,N,기타/확인필요
25900,2025,1,상장,N,기타/확인필요
25900,2025,2,상장,N,기타/확인필요
25900,2025,3,상장,N,기타/확인필요
25950,2020,1,상장,N,기타/확인필요
25950,2020,2,상장,N,적정
25950,2020,3,상장,N,적정
25950,2020,4,상장,N,적정
25950,2021,1,상장,N,적정
25950,2021,2,상장,N,적정
25950,2021,3,상장,N,적정
25950,2021,4,상장,N,적정
25950,2022,1,상장,N,적정
25950,2022,2,상장,N,적정
25950,2022,3,상장,N,적정
25950,2022,4,상장,N,적정
25950,2023,1,상장,N,적정
25950,2023,2,상장,N,적정
25950,2023,3,상장,N,적정
25950,2023,4,상장,N,적정
25950,2024,1,상장,N,적정
25950,2024,2,상장,N,기타/확인필요
25950,2024,3,상장,N,기타/확인필요
25950,2024,4,상장,N,기타/확인필요
25950,2025,1,상장,N,기타/확인필요
25950,2025,2,상장,N,기타/확인필요
25950,2025,3,상장,N,기타/확인필요
25980,2020,1,상장,N,기타/확인필요
25980,2020,2,상장,N,적정
25980,2020,3,상장,N,적정
25980,2020,4,상장,N,적정
25980,2021,1,상장,N,적정
25980,2021,2,상장,N,적정
25980,2021,3,상장,N,적정
25980,2021,4,상장,N,적정
25980,2022,1,상장,N,적정
25980,2022,2,상장,N,적정
25980,2022,3,상장,N,적정
25980,2022,4,상장,N,적정
25980,2023,1,상장,N,적정
25980,2023,2,상장,N,적정
25980,2023,3,상장,N,적정
25980,2023,4,상장,N,적정
25980,2024,1,상장,N,적정
25980,2024,2,상장,N,기타/확인필요
25980,2024,3,상장,N,기타/확인필요
25980,2024,4,상장,N,기타/확인필요
25980,2025,1,상장,N,기타/확인필요
25980,2025,2,상장,N,기타/확인필요
25980,2025,3,상장,N,기타/확인필요
26040,2020,1,상장,N,기타/확인필요
26040,2020,2,상장,N,적정
26040,2020,3,상장,N,적정
26040,2020,4,상장,N,적정
26040,2021,1,상장,N,적정
26040,2021,2,상장,N,적정
26040,2021,3,상장,N,적정
26040,2021,4,상장,N,적정
26040,2022,1,상장,N,적정
26040,2022,2,상장,N,적정
26040,2022,3,상장,N,적정
26040,2022,4,상장,N,적정
26040,2023,1,상장,N,적정
26040,2023,2,상장,N,적정
26040,2023,3,상장,N,적정
26040,2023,4,상장,N,적정
26040,2024,1,상장,N,적정
26040,2024,2,상장,N,기타/확인필요
26040,2024,3,상장,N,기타/확인필요
26040,2024,4,상장,N,기타/확인필요
26040,2025,1,상장,N,기타/확인필요
26040,2025,2,상장,N,기타/확인필요
26040,2025,3,상장,N,기타/확인필요
26150,2020,1,상장,N,기타/확인필요
26150,2020,2,상장,N,기타/확인필요
26150,2020,3,상장,N,기타/확인필요
26150,2021,1,상장,N,기타/확인필요
26150,2021,2,상장,N,기타/확인필요
26150,2021,3,상장,N,기타/확인필요
26150,2022,1,상장,N,기타/확인필요
26150,2022,2,상장,N,기타/확인필요
26150,2022,3,상장,N,기타/확인필요
26150,2023,1,상장,N,기타/확인필요
26150,2023,2,상장,N,기타/확인필요
26150,2023,3,상장,N,기타/확인필요
26150,2024,1,상장,N,기타/확인필요
26150,2024,2,상장,N,기타/확인필요
26150,2024,3,상장,N,기타/확인필요
26150,2025,1,상장,N,기타/확인필요
26150,2025,2,상장,N,기타/확인필요
26890,2020,1,상장,N,기타/확인필요
26890,2020,2,상장,N,적정
26890,2020,3,상장,N,적정
26890,2020,4,상장,N,적정
26890,2021,1,상장,N,적정
26890,2021,2,상장,N,적정
26890,2021,3,상장,N,적정
26890,2021,4,상장,N,적정
26890,2023,3,상장,N,기타/확인필요
26890,2023,4,상장,N,적정
26890,2024,1,상장,N,적정
26890,2024,2,상장,N,기타/확인필요
26890,2024,3,상장,N,기타/확인필요
26890,2024,4,상장,N,기타/확인필요
26890,2025,1,상장,N,기타/확인필요
26890,2025,2,상장,N,기타/확인필요
26890,2025,3,상장,N,기타/확인필요
26910,2020,1,상장,N,기타/확인필요
26910,2020,2,상장,N,적정
26910,2020,3,상장,N,적정
26910,2020,4,상장,N,적정
26910,2021,1,상장,N,적정
26910,2021,2,상장,N,적정
26910,2021,3,상장,N,적정
26910,2021,4,상장,N,적정
26910,2022,1,상장,N,적정
26910,2022,2,상장,N,적정
26910,2022,3,상장,N,적정
26910,2022,4,상장,N,적정
26910,2023,1,상장,N,적정
26910,2023,2,상장,N,적정
26910,2023,3,상장,N,적정
26910,2023,4,상장,N,적정
26910,2024,1,상장,N,적정
26910,2024,2,상장,N,기타/확인필요
26910,2024,3,상장,N,기타/확인필요
26910,2024,4,상장,N,기타/확인필요
26910,2025,1,상장,N,기타/확인필요
26910,2025,2,상장,N,기타/확인필요
26910,2025,3,상장,N,기타/확인필요
26940,2020,1,상장,N,기타/확인필요
26940,2020,2,상장,N,적정
26940,2020,3,상장,N,적정
26940,2020,4,상장,N,적정
26940,2021,1,상장,N,적정
26940,2021,2,상장,N,적정
26940,2021,3,상장,N,적정
26940,2021,4,상장,N,적정
26940,2022,1,상장,N,적정
26940,2022,2,상장,N,적정
26940,2022,3,상장,N,적정
26940,2022,4,상장,N,적정
26940,2023,1,상장,N,적정
26940,2023,2,상장,N,적정
26940,2023,3,상장,N,적정
26940,2023,4,상장,N,적정
26940,2024,1,상장,N,적정
26940,2024,2,상장,N,기타/확인필요
26940,2024,3,상장,N,기타/확인필요
26940,2024,4,상장,N,기타/확인필요
26940,2025,1,상장,N,기타/확인필요
26940,2025,2,상장,N,기타/확인필요
26940,2025,3,상장,N,기타/확인필요
26960,2020,1,상장,N,기타/확인필요
26960,2020,2,상장,N,적정
26960,2020,3,상장,N,적정
26960,2020,4,상장,N,적정
26960,2021,1,상장,N,적정
26960,2021,2,상장,N,적정
26960,2021,3,상장,N,적정
26960,2021,4,상장,N,적정
26960,2022,1,상장,N,적정
26960,2022,2,상장,N,적정
26960,2022,3,상장,N,적정
26960,2022,4,상장,N,적정
26960,2023,1,상장,N,적정
26960,2023,2,상장,N,적정
26960,2023,3,상장,N,적정
26960,2023,4,상장,N,적정
26960,2024,1,상장,N,적정
26960,2024,2,상장,N,기타/확인필요
26960,2024,3,상장,N,기타/확인필요
26960,2024,4,상장,N,기타/확인필요
26960,2025,1,상장,N,기타/확인필요
26960,2025,2,상장,N,기타/확인필요
26960,2025,3,상장,N,기타/확인필요
27040,2020,1,상장,N,기타/확인필요
27040,2020,2,상장,N,적정
27040,2020,3,상장,N,적정
27040,2020,4,상장,N,적정
27040,2021,1,상장,N,적정
27040,2021,2,상장,N,적정
27040,2021,3,상장,N,적정
27040,2021,4,상장,N,적정
27040,2022,1,상장,N,적정
27040,2022,2,상장,N,기타/확인필요
27040,2022,3,상장,N,기타/확인필요
27040,2022,4,상장,N,기타/확인필요
27040,2023,1,상장,N,기타/확인필요
27040,2023,2,상장,N,기타/확인필요
27040,2023,3,상장,N,기타/확인필요
27040,2023,4,상장,N,기타/확인필요
27040,2024,1,상장,N,기타/확인필요
27040,2024,2,상장,N,기타/확인필요
27040,2024,3,상장,N,기타/확인필요
27040,2024,4,상장,N,기타/확인필요
27040,2025,1,상장,Y,기타/확인필요
27040,2025,2,상장,Y,기타/확인필요
27040,2025,3,상장,Y,기타/확인필요
27050,2020,1,상장,N,기타/확인필요
27050,2020,2,상장,N,적정
27050,2020,3,상장,N,적정
27050,2020,4,상장,N,적정
27050,2021,1,상장,N,적정
27050,2021,2,상장,N,적정
27050,2021,3,상장,N,적정
27050,2021,4,상장,N,적정
27050,2022,1,상장,N,적정
27050,2022,2,상장,N,기타/확인필요
27050,2022,3,상장,N,기타/확인필요
27050,2022,4,상장,N,기타/확인필요
27050,2023,1,상장,N,기타/확인필요
27050,2023,2,상장,N,적정
27050,2023,3,상장,N,적정
27050,2023,4,상장,N,적정
27050,2024,1,상장,N,적정
27050,2024,2,상장,N,기타/확인필요
27050,2024,3,상장,N,기타/확인필요
27050,2024,4,상장,N,기타/확인필요
27050,2025,1,상장,N,기타/확인필요
27050,2025,2,상장,N,기타/확인필요
27050,2025,3,상장,N,기타/확인필요
27360,2023,3,상장,N,기타/확인필요
27360,2023,4,상장,N,적정
27360,2024,1,상장,N,적정
27360,2024,2,상장,N,기타/확인필요
27360,2024,3,상장,N,기타/확인필요
27360,2024,4,상장,N,기타/확인필요
27360,2025,1,상장,N,기타/확인필요
27360,2025,2,상장,N,기타/확인필요
27360,2025,3,상장,N,기타/확인필요
27410,2020,1,상장,N,기타/확인필요
27410,2020,2,상장,N,적정
27410,2020,3,상장,N,적정
27410,2020,4,상장,N,적정
27410,2021,1,상장,N,적정
27410,2021,2,상장,N,적정
27410,2021,3,상장,N,적정
27410,2021,4,상장,N,적정
27410,2022,1,상장,N,적정
27410,2022,2,상장,N,적정
27410,2022,3,상장,N,적정
27410,2022,4,상장,N,적정
27410,2023,1,상장,N,적정
27410,2023,2,상장,N,적정
27410,2023,3,상장,N,적정
27410,2023,4,상장,N,적정
27410,2024,1,상장,N,적정
27410,2024,2,상장,N,기타/확인필요
27410,2024,3,상장,N,기타/확인필요
27410,2024,4,상장,N,기타/확인필요
27410,2025,1,상장,N,기타/확인필요
27410,2025,2,상장,N,기타/확인필요
27410,2025,3,상장,N,기타/확인필요
27580,2020,1,상장,N,기타/확인필요
27580,2020,2,상장,N,적정
27580,2020,3,상장,N,적정
27580,2020,4,상장,N,적정
27580,2021,1,상장,N,적정
27580,2021,2,상장,N,적정
27580,2021,3,상장,N,적정
27580,2021,4,상장,N,적정
27580,2022,1,상장,N,적정
27580,2022,2,상장,N,적정
27580,2022,3,상장,N,적정
27580,2022,4,상장,N,적정
27580,2023,1,상장,N,적정
27580,2023,2,상장,N,기타/확인필요
27580,2023,3,상장,N,기타/확인필요
27580,2023,4,상장,N,기타/확인필요
27580,2024,1,상장,N,기타/확인필요
27580,2024,2,상장,N,기타/확인필요
27580,2024,3,상장,N,기타/확인필요
27580,2024,4,상장,N,기타/확인필요
27580,2025,1,상장,N,기타/확인필요
27580,2025,2,상장,N,기타/확인필요
27580,2025,3,상장,N,기타/확인필요
27710,2020,1,상장,N,기타/확인필요
27710,2020,2,상장,N,적정
27710,2020,3,상장,N,적정
27710,2020,4,상장,N,적정
27710,2021,1,상장,N,적정
27710,2021,2,상장,N,적정
27710,2021,3,상장,N,적정
27710,2021,4,상장,N,적정
27710,2022,1,상장,N,적정
27710,2022,2,상장,N,적정
27710,2022,3,상장,N,적정
27710,2022,4,상장,N,적정
27710,2023,1,상장,N,적정
27710,2023,2,상장,N,적정
27710,2023,3,상장,N,적정
27710,2023,4,상장,N,적정
27710,2024,1,상장,N,적정
27710,2024,2,상장,N,기타/확인필요
27710,2024,3,상장,N,기타/확인필요
27710,2024,4,상장,N,기타/확인필요
27710,2025,1,상장,N,기타/확인필요
27710,2025,2,상장,N,기타/확인필요
27710,2025,3,상장,N,기타/확인필요
27740,2020,1,상장,N,기타/확인필요
27740,2020,2,상장,N,적정
27740,2020,3,상장,N,적정
27740,2020,4,상장,N,적정
27740,2021,1,상장,N,적정
27740,2021,2,상장,N,기타/확인필요
27740,2021,3,상장,N,기타/확인필요
27740,2021,4,상장,N,기타/확인필요
27740,2022,1,상장,N,기타/확인필요
27740,2022,2,상장,N,기타/확인필요
27740,2022,3,상장,N,기타/확인필요
27740,2022,4,상장,N,기타/확인필요
27740,2023,1,상장,N,기타/확인필요
27740,2023,2,상장,N,기타/확인필요
27740,2023,3,상장,N,기타/확인필요
27740,2023,4,상장,N,기타/확인필요
27740,2024,1,상장,N,기타/확인필요
27740,2024,2,상장,N,기타/확인필요
27740,2024,3,상장,N,기타/확인필요
27740,2024,4,상장,N,기타/확인필요
27740,2025,1,상장,N,기타/확인필요
27740,2025,2,상장,N,기타/확인필요
27740,2025,3,상장,N,기타/확인필요
27830,2023,3,상장,N,기타/확인필요
27830,2023,4,상장,N,적정
27830,2024,1,상장,N,적정
27830,2024,2,상장,N,기타/확인필요
27830,2024,3,상장,N,기타/확인필요
27830,2024,4,상장,N,기타/확인필요
27830,2025,1,상장,N,기타/확인필요
27830,2025,2,상장,N,기타/확인필요
27830,2025,3,상장,N,기타/확인필요
27970,2020,1,상장,N,기타/확인필요
27970,2020,2,상장,N,적정
27970,2020,3,상장,N,적정
27970,2020,4,상장,N,적정
27970,2021,1,상장,N,적정
27970,2021,2,상장,N,적정
27970,2021,3,상장,N,적정
27970,2021,4,상장,N,적정
27970,2022,1,상장,N,적정
27970,2022,2,상장,N,적정
27970,2022,3,상장,N,적정
27970,2022,4,상장,N,적정
27970,2023,1,상장,N,적정
27970,2023,2,상장,N,적정
27970,2023,3,상장,N,적정
27970,2023,4,상장,N,적정
27970,2024,1,상장,N,적정
27970,2024,2,상장,N,기타/확인필요
27970,2024,3,상장,N,기타/확인필요
27970,2024,4,상장,N,기타/확인필요
27970,2025,1,상장,N,기타/확인필요
27970,2025,2,상장,N,기타/확인필요
27970,2025,3,상장,N,기타/확인필요
28040,2020,1,상장폐지,N,기타/확인필요
28040,2020,2,상장폐지,N,기타/확인필요
28040,2020,3,상장폐지,N,기타/확인필요
28050,2020,1,상장,N,기타/확인필요
28050,2020,2,상장,N,적정
28050,2020,3,상장,N,적정
28050,2020,4,상장,N,적정
28050,2021,1,상장,N,적정
28050,2021,2,상장,N,적정
28050,2021,3,상장,N,적정
28050,2021,4,상장,N,적정
28050,2022,1,상장,N,적정
28050,2022,2,상장,N,적정
28050,2022,3,상장,N,적정
28050,2022,4,상장,N,적정
28050,2023,1,상장,N,적정
28050,2023,2,상장,N,적정
28050,2023,3,상장,N,적정
28050,2023,4,상장,N,적정
28050,2024,1,상장,N,적정
28050,2024,2,상장,N,기타/확인필요
28050,2024,3,상장,N,기타/확인필요
28050,2024,4,상장,N,기타/확인필요
28050,2025,1,상장,N,기타/확인필요
28050,2025,2,상장,N,기타/확인필요
28050,2025,3,상장,N,기타/확인필요
28080,2020,1,상장,N,기타/확인필요
28080,2020,2,상장,N,적정
28080,2020,3,상장,N,적정
28080,2020,4,상장,N,적정
28080,2021,1,상장,N,적정
28080,2021,2,상장,N,적정
28080,2021,3,상장,N,적정
28080,2021,4,상장,N,적정
28080,2022,1,상장,N,적정
28080,2022,2,상장,N,적정
28080,2022,3,상장,N,적정
28080,2022,4,상장,N,적정
28080,2023,1,상장,N,적정
28080,2023,2,상장,N,적정
28080,2023,3,상장,N,적정
28080,2023,4,상장,N,적정
28080,2024,1,상장,N,적정
28080,2024,2,상장,N,기타/확인필요
28080,2024,3,상장,N,기타/확인필요
28080,2024,4,상장,N,기타/확인필요
28080,2025,1,상장,N,기타/확인필요
28080,2025,2,상장,N,기타/확인필요
28080,2025,3,상장,N,기타/확인필요
28100,2020,1,상장,N,기타/확인필요
28100,2020,2,상장,N,기타/확인필요
28100,2020,3,상장,N,기타/확인필요
28100,2020,4,상장,N,기타/확인필요
28100,2021,1,상장,N,기타/확인필요
28100,2021,2,상장,N,기타/확인필요
28100,2021,3,상장,N,기타/확인필요
28100,2021,4,상장,N,기타/확인필요
28100,2022,1,상장,N,기타/확인필요
28100,2022,2,상장,N,기타/확인필요
28100,2022,3,상장,N,기타/확인필요
28100,2022,4,상장,N,기타/확인필요
28100,2023,1,상장,N,기타/확인필요
28100,2023,2,상장,N,기타/확인필요
28100,2023,3,상장,N,기타/확인필요
28100,2023,4,상장,N,기타/확인필요
28100,2024,1,상장,N,기타/확인필요
28100,2024,2,상장,N,기타/확인필요
28100,2024,3,상장,N,기타/확인필요
28100,2024,4,상장,N,기타/확인필요
28100,2025,1,상장,N,기타/확인필요
28100,2025,2,상장,N,기타/확인필요
28100,2025,3,상장,N,기타/확인필요
28150,2020,1,상장폐지,N,기타/확인필요
28150,2020,2,상장폐지,N,기타/확인필요
28150,2020,3,상장폐지,N,기타/확인필요
28260,2020,1,상장,N,기타/확인필요
28260,2020,2,상장,N,적정
28260,2020,3,상장,N,적정
28260,2020,4,상장,N,적정
28260,2021,1,상장,N,적정
28260,2021,2,상장,N,적정
28260,2021,3,상장,N,적정
28260,2021,4,상장,N,적정
28260,2022,1,상장,N,적정
28260,2022,2,상장,N,적정
28260,2022,3,상장,N,적정
28260,2022,4,상장,N,적정
28260,2023,1,상장,N,적정
28260,2023,2,상장,N,적정
28260,2023,3,상장,N,적정
28260,2023,4,상장,N,적정
28260,2024,1,상장,N,적정
28260,2024,2,상장,N,기타/확인필요
28260,2024,3,상장,N,기타/확인필요
28260,2024,4,상장,N,기타/확인필요
28260,2025,1,상장,N,기타/확인필요
28260,2025,2,상장,N,기타/확인필요
28260,2025,3,상장,N,기타/확인필요
28300,2020,1,상장,N,기타/확인필요
28300,2020,2,상장,N,적정
28300,2020,3,상장,N,적정
28300,2020,4,상장,N,적정
28300,2021,1,상장,N,적정
28300,2021,2,상장,N,적정
28300,2021,3,상장,N,적정
28300,2021,4,상장,N,적정
28300,2022,1,상장,N,적정
28300,2022,2,상장,N,적정
28300,2022,3,상장,N,적정
28300,2022,4,상장,N,적정
28300,2023,1,상장,N,적정
28300,2023,2,상장,N,적정
28300,2023,3,상장,N,적정
28300,2023,4,상장,N,적정
28300,2024,1,상장,N,적정
28300,2024,2,상장,N,기타/확인필요
28300,2024,3,상장,N,기타/확인필요
28300,2024,4,상장,N,기타/확인필요
28300,2025,1,상장,N,기타/확인필요
28300,2025,2,상장,N,기타/확인필요
28300,2025,3,상장,N,기타/확인필요
28670,2020,1,상장,N,기타/확인필요
28670,2020,2,상장,N,적정
28670,2020,3,상장,N,적정
28670,2020,4,상장,N,적정
28670,2021,1,상장,N,적정
28670,2021,2,상장,N,적정
28670,2021,3,상장,N,적정
28670,2021,4,상장,N,적정
28670,2022,1,상장,N,적정
28670,2022,2,상장,N,적정
28670,2022,3,상장,N,적정
28670,2022,4,상장,N,적정
28670,2023,1,상장,N,적정
28670,2023,2,상장,N,적정
28670,2023,3,상장,N,적정
28670,2023,4,상장,N,적정
28670,2024,1,상장,N,적정
28670,2024,2,상장,N,기타/확인필요
28670,2024,3,상장,N,기타/확인필요
28670,2024,4,상장,N,기타/확인필요
28670,2025,1,상장,N,기타/확인필요
28670,2025,2,상장,N,기타/확인필요
28670,2025,3,상장,N,기타/확인필요
29460,2020,1,상장,N,기타/확인필요
29460,2020,2,상장,N,적정
29460,2020,3,상장,N,적정
29460,2020,4,상장,N,적정
29460,2021,1,상장,N,적정
29460,2021,2,상장,N,적정
29460,2021,3,상장,N,적정
29460,2021,4,상장,N,적정
29460,2022,1,상장,N,적정
29460,2022,2,상장,N,적정
29460,2022,3,상장,N,적정
29460,2022,4,상장,N,적정
29460,2023,1,상장,N,적정
29460,2023,2,상장,N,적정
29460,2023,3,상장,N,적정
29460,2023,4,상장,N,적정
29460,2024,1,상장,N,적정
29460,2024,2,상장,N,기타/확인필요
29460,2024,3,상장,N,기타/확인필요
29460,2024,4,상장,N,기타/확인필요
29460,2025,1,상장,N,기타/확인필요
29460,2025,2,상장,N,기타/확인필요
29460,2025,3,상장,N,기타/확인필요
29480,2020,1,상장,N,기타/확인필요
29480,2020,2,상장,N,적정
29480,2020,3,상장,N,적정
29480,2020,4,상장,N,적정
29480,2021,1,상장,N,적정
29480,2021,2,상장,N,적정
29480,2021,3,상장,N,적정
29480,2021,4,상장,N,적정
29480,2022,1,상장,N,적정
29480,2022,2,상장,N,적정
29480,2022,3,상장,N,적정
29480,2022,4,상장,N,적정
29480,2023,1,상장,N,적정
29480,2023,2,상장,N,적정
29480,2023,3,상장,N,적정
29480,2023,4,상장,N,적정
29480,2024,1,상장,N,적정
29480,2024,2,상장,N,기타/확인필요
29480,2024,3,상장,N,기타/확인필요
29480,2024,4,상장,N,기타/확인필요
29480,2025,1,상장,N,기타/확인필요
29480,2025,2,상장,N,기타/확인필요
29480,2025,3,상장,N,기타/확인필요
29530,2020,1,상장,N,기타/확인필요
29530,2020,2,상장,N,기타/확인필요
29530,2020,3,상장,N,기타/확인필요
29530,2020,4,상장,N,기타/확인필요
29530,2021,1,상장,N,기타/확인필요
29530,2021,2,상장,N,기타/확인필요
29530,2021,3,상장,N,기타/확인필요
29530,2021,4,상장,N,기타/확인필요
29530,2022,1,상장,N,기타/확인필요
29530,2022,2,상장,N,기타/확인필요
29530,2022,3,상장,N,기타/확인필요
29530,2022,4,상장,N,기타/확인필요
29530,2023,1,상장,N,기타/확인필요
29530,2023,2,상장,N,기타/확인필요
29530,2023,3,상장,N,기타/확인필요
29530,2023,4,상장,N,기타/확인필요
29530,2024,1,상장,N,기타/확인필요
29530,2024,2,상장,N,기타/확인필요
29530,2024,3,상장,N,기타/확인필요
29530,2024,4,상장,N,기타/확인필요
29530,2025,1,상장,N,기타/확인필요
29530,2025,2,상장,N,기타/확인필요
29530,2025,3,상장,N,기타/확인필요
29780,2023,3,상장,N,기타/확인필요
29780,2023,4,상장,N,적정
29780,2024,1,상장,N,적정
29780,2024,2,상장,N,기타/확인필요
29780,2024,3,상장,N,기타/확인필요
29780,2024,4,상장,N,기타/확인필요
29780,2025,1,상장,N,기타/확인필요
29780,2025,2,상장,N,기타/확인필요
29780,2025,3,상장,N,기타/확인필요
29960,2020,1,상장폐지,N,기타/확인필요
29960,2020,2,상장폐지,N,적정
29960,2020,3,상장폐지,N,적정
29960,2020,4,상장폐지,N,적정
29960,2021,1,상장폐지,N,적정
29960,2021,2,상장폐지,N,적정
29960,2021,3,상장폐지,N,적정
29960,2021,4,상장폐지,N,적정
29960,2022,1,상장폐지,N,적정
29960,2022,2,상장폐지,N,적정
29960,2022,3,상장폐지,N,적정
29960,2022,4,상장폐지,N,적정
29960,2023,1,상장폐지,N,적정
29960,2023,2,상장폐지,N,적정
29960,2023,3,상장폐지,N,적정
29960,2023,4,상장폐지,N,적정
29960,2024,1,상장폐지,N,적정
29960,2024,2,상장폐지,N,기타/확인필요
29960,2024,3,상장폐지,N,기타/확인필요
29960,2024,4,상장폐지,N,기타/확인필요
29960,2025,1,상장폐지,N,기타/확인필요
29960,2025,2,상장폐지,N,기타/확인필요
29960,2025,3,상장폐지,N,기타/확인필요
30000,2020,1,상장,N,기타/확인필요
30000,2020,2,상장,N,적정
30000,2020,3,상장,N,적정
30000,2020,4,상장,N,적정
30000,2021,1,상장,N,적정
30000,2021,2,상장,N,적정
30000,2021,3,상장,N,적정
30000,2021,4,상장,N,적정
30000,2022,1,상장,N,적정
30000,2022,2,상장,N,적정
30000,2022,3,상장,N,적정
30000,2022,4,상장,N,적정
30000,2023,1,상장,N,적정
30000,2023,2,상장,N,적정
30000,2023,3,상장,N,적정
30000,2023,4,상장,N,적정
30000,2024,1,상장,N,적정
30000,2024,2,상장,N,기타/확인필요
30000,2024,3,상장,N,기타/확인필요
30000,2024,4,상장,N,기타/확인필요
30000,2025,1,상장,N,기타/확인필요
30000,2025,2,상장,N,기타/확인필요
30000,2025,3,상장,N,기타/확인필요
30190,2020,1,상장,N,기타/확인필요
30190,2020,2,상장,N,적정
30190,2020,3,상장,N,적정
30190,2020,4,상장,N,적정
30190,2021,1,상장,N,적정
30190,2021,2,상장,N,적정
30190,2021,3,상장,N,적정
30190,2021,4,상장,N,적정
30190,2022,1,상장,N,적정
30190,2022,2,상장,N,적정
30190,2022,3,상장,N,적정
30190,2022,4,상장,N,적정
30190,2023,1,상장,N,적정
30190,2023,2,상장,N,적정
30190,2023,3,상장,N,적정
30190,2023,4,상장,N,적정
30190,2024,1,상장,N,적정
30190,2024,2,상장,N,기타/확인필요
30190,2024,3,상장,N,기타/확인필요
30190,2024,4,상장,N,기타/확인필요
30190,2025,1,상장,N,기타/확인필요
30190,2025,2,상장,N,기타/확인필요
30190,2025,3,상장,N,기타/확인필요
30200,2020,1,상장,N,기타/확인필요
30200,2020,2,상장,N,적정
30200,2020,3,상장,N,적정
30200,2020,4,상장,N,적정
30200,2021,1,상장,N,적정
30200,2021,2,상장,N,적정
30200,2021,3,상장,N,적정
30200,2021,4,상장,N,적정
30200,2022,1,상장,N,적정
30200,2022,2,상장,N,적정
30200,2022,3,상장,N,적정
30200,2022,4,상장,N,적정
30200,2023,1,상장,N,적정
30200,2023,2,상장,N,적정
30200,2023,3,상장,N,적정
30200,2023,4,상장,N,적정
30200,2024,1,상장,N,적정
30200,2024,2,상장,N,기타/확인필요
30200,2024,3,상장,N,기타/확인필요
30200,2024,4,상장,N,기타/확인필요
30200,2025,1,상장,N,기타/확인필요
30200,2025,2,상장,N,기타/확인필요
30200,2025,3,상장,N,기타/확인필요
30210,2023,3,상장,N,기타/확인필요
30210,2023,4,상장,N,적정
30210,2024,1,상장,N,적정
30210,2024,2,상장,N,기타/확인필요
30210,2024,3,상장,N,기타/확인필요
30210,2024,4,상장,N,기타/확인필요
30210,2025,1,상장,N,기타/확인필요
30210,2025,2,상장,N,기타/확인필요
30210,2025,3,상장,N,기타/확인필요
30350,2020,1,상장,N,기타/확인필요
30350,2020,2,상장,N,적정
30350,2020,3,상장,N,적정
30350,2020,4,상장,N,적정
30350,2021,1,상장,N,적정
30350,2021,2,상장,N,적정
30350,2021,3,상장,N,적정
30350,2021,4,상장,N,적정
30350,2022,1,상장,N,적정
30350,2022,2,상장,N,적정
30350,2022,3,상장,N,적정
30350,2022,4,상장,N,적정
30350,2023,1,상장,N,적정
30350,2023,2,상장,N,적정
30350,2023,3,상장,N,적정
30350,2023,4,상장,N,적정
30350,2024,1,상장,N,적정
30350,2024,2,상장,N,의견거절
30350,2024,3,상장,N,의견거절
30350,2024,4,상장,N,의견거절
30350,2025,1,상장,Y,의견거절
30350,2025,2,상장,Y,기타/확인필요
30350,2025,3,상장,Y,기타/확인필요
30520,2020,1,상장,N,기타/확인필요
30520,2020,2,상장,N,적정
30520,2020,3,상장,N,적정
30520,2020,4,상장,N,적정
30520,2021,1,상장,N,적정
30520,2021,2,상장,N,적정
30520,2021,3,상장,N,적정
30520,2021,4,상장,N,적정
30520,2022,1,상장,N,적정
30520,2022,2,상장,N,적정
30520,2022,3,상장,N,적정
30520,2022,4,상장,N,적정
30520,2023,1,상장,N,적정
30520,2023,2,상장,N,적정
30520,2023,3,상장,N,적정
30520,2023,4,상장,N,적정
30520,2024,1,상장,N,적정
30520,2024,2,상장,N,기타/확인필요
30520,2024,3,상장,N,기타/확인필요
30520,2024,4,상장,N,기타/확인필요
30520,2025,1,상장,N,기타/확인필요
30520,2025,2,상장,N,기타/확인필요
30520,2025,3,상장,N,기타/확인필요
30530,2020,1,상장,N,기타/확인필요
30530,2020,2,상장,N,적정
30530,2020,3,상장,N,적정
30530,2020,4,상장,N,적정
30530,2021,1,상장,N,적정
30530,2021,2,상장,N,적정
30530,2021,3,상장,N,적정
30530,2021,4,상장,N,적정
30530,2022,1,상장,N,적정
30530,2022,2,상장,N,적정
30530,2022,3,상장,N,적정
30530,2022,4,상장,N,적정
30530,2023,1,상장,N,적정
30530,2023,2,상장,N,적정
30530,2023,3,상장,N,적정
30530,2023,4,상장,N,적정
30530,2024,1,상장,N,적정
30530,2024,2,상장,N,기타/확인필요
30530,2024,3,상장,N,기타/확인필요
30530,2024,4,상장,N,기타/확인필요
30530,2025,1,상장,N,기타/확인필요
30530,2025,2,상장,N,기타/확인필요
30530,2025,3,상장,N,기타/확인필요
30610,2023,3,상장,N,기타/확인필요
30610,2023,4,상장,N,적정
30610,2024,1,상장,N,적정
30610,2024,2,상장,N,기타/확인필요
30610,2024,3,상장,N,기타/확인필요
30610,2024,4,상장,N,기타/확인필요
