stock_code,year,quarter,상장폐지 여부,관리종목 여부,감사의견,Y_label
23450,2020,4,상장,N,적정,0
23450,2021,1,상장,N,적정,0
23450,2021,2,상장,N,적정,0
23450,2021,3,상장,N,적정,0
23450,2021,4,상장,N,적정,0
23450,2022,1,상장,N,적정,0
23450,2022,2,상장,N,적정,0
23450,2022,3,상장,N,적정,0
23450,2022,4,상장,N,적정,0
23450,2023,1,상장,N,적정,0
23450,2023,2,상장,N,적정,0
23450,2023,3,상장,N,적정,0
23450,2023,4,상장,N,적정,0
23450,2024,1,상장,N,적정,0
23450,2024,2,상장,N,기타/확인필요,0
23450,2024,3,상장,N,기타/확인필요,0
23450,2024,4,상장,N,기타/확인필요,0
23450,2025,1,상장,N,기타/확인필요,0
23450,2025,2,상장,N,기타/확인필요,0
23450,2025,3,상장,N,기타/확인필요,0
23460,2020,1,상장폐지,N,기타/확인필요,1
23460,2020,2,상장폐지,N,적정,1
23460,2020,3,상장폐지,N,적정,1
23460,2020,4,상장폐지,N,적정,1
23460,2021,1,상장폐지,N,적정,1
23460,2021,2,상장폐지,N,적정,1
23460,2021,3,상장폐지,N,적정,1
23460,2021,4,상장폐지,N,적정,1
23460,2022,1,상장폐지,N,적정,1
23460,2022,2,상장폐지,N,적정,1
23460,2022,3,상장폐지,N,적정,1
23460,2022,4,상장폐지,N,적정,1
23460,2023,1,상장폐지,N,적정,1
23460,2023,2,상장폐지,N,적정,1
23460,2023,3,상장폐지,N,적정,1
23460,2023,4,상장폐지,N,적정,1
23460,2024,1,상장폐지,N,적정,1
23460,2024,2,상장폐지,N,의견거절,1
23460,2024,3,상장폐지,N,의견거절,1
23460,2024,4,상장폐지,N,의견거절,1
23460,2025,1,상장폐지,N,의견거절,1
23460,2025,2,상장폐지,N,기타/확인필요,1
23460,2025,3,상장폐지,N,기타/확인필요,1
23530,2020,1,상장,N,기타/확인필요,0
23530,2020,2,상장,N,적정,0
23530,2020,3,상장,N,적정,0
23530,2020,4,상장,N,적정,0
23530,2021,1,상장,N,적정,0
23530,2021,2,상장,N,적정,0
23530,2021,3,상장,N,적정,0
23530,2021,4,상장,N,적정,0
23530,2022,1,상장,N,적정,0
23530,2022,2,상장,N,적정,0
23530,2022,3,상장,N,적정,0
23530,2022,4,상장,N,적정,0
23530,2023,1,상장,N,적정,0
23530,2023,2,상장,N,적정,0
23530,2023,3,상장,N,적정,0
23530,2023,4,상장,N,적정,0
23530,2024,1,상장,N,적정,0
23530,2024,2,상장,N,기타/확인필요,0
23530,2024,3,상장,N,기타/확인필요,0
23530,2024,4,상장,N,기타/확인필요,0
23530,2025,1,상장,N,기타/확인필요,0
23530,2025,2,상장,N,기타/확인필요,0
23530,2025,3,상장,N,기타/확인필요,0
23590,2020,1,상장,N,기타/확인필요,0
23590,2020,2,상장,N,적정,0
23590,2020,3,상장,N,적정,0
23590,2020,4,상장,N,적정,0
23590,2021,1,상장,N,적정,0
23590,2021,2,상장,N,적정,0
23590,2021,3,상장,N,적정,0
23590,2021,4,상장,N,적정,0
23590,2022,1,상장,N,적정,0
23590,2022,2,상장,N,적정,0
23590,2022,3,상장,N,적정,0
23590,2022,4,상장,N,적정,0
23590,2023,1,상장,N,적정,0
23590,2023,2,상장,N,적정,0
23590,2023,3,상장,N,적정,0
23590,2023,4,상장,N,적정,0
23590,2024,1,상장,N,적정,0
23590,2024,2,상장,N,기타/확인필요,0
23590,2024,3,상장,N,기타/확인필요,0
23590,2024,4,상장,N,기타/확인필요,0
23590,2025,1,상장,N,기타/확인필요,0
23590,2025,2,상장,N,기타/확인필요,0
23590,2025,3,상장,N,기타/확인필요,0
23600,2020,1,상장,N,기타/확인필요,0
23600,2020,2,상장,N,적정,0
23600,2020,3,상장,N,적정,0
23600,2021,1,상장,N,기타/확인필요,0
23600,2021,2,상장,N,적정,0
23600,2021,3,상장,N,적정,0
23600,2022,1,상장,N,기타/확인필요,0
23600,2022,2,상장,N,적정,0
23600,2022,3,상장,N,적정,0
23600,2023,1,상장,N,기타/확인필요,0
23600,2023,2,상장,N,적정,0
23600,2023,3,상장,N,적정,0
23600,2024,1,상장,N,기타/확인필요,0
23600,2024,2,상장,N,기타/확인필요,0
23600,2024,3,상장,N,기타/확인필요,0
23600,2025,1,상장,N,기타/확인필요,0
23600,2025,2,상장,N,기타/확인필요,0
23760,2023,3,상장,N,기타/확인필요,0
23760,2023,4,상장,N,적정,0
23760,2024,1,상장,N,적정,0
23760,2024,2,상장,N,기타/확인필요,0
23760,2024,3,상장,N,기타/확인필요,0
23760,2024,4,상장,N,기타/확인필요,0
23760,2025,1,상장,N,기타/확인필요,0
23760,2025,2,상장,N,기타/확인필요,0
23760,2025,3,상장,N,기타/확인필요,0
23770,2020,1,상장,N,기타/확인필요,0
23770,2020,2,상장,N,적정,0
23770,2020,3,상장,N,적정,0
23770,2020,4,상장,N,적정,0
23770,2021,1,상장,N,적정,0
23770,2021,2,상장,N,적정,0
23770,2021,3,상장,N,적정,0
23770,2021,4,상장,N,적정,0
23770,2022,1,상장,N,적정,0
23770,2022,2,상장,N,적정,0
23770,2022,3,상장,N,적정,0
23770,2022,4,상장,N,적정,0
23770,2023,1,상장,N,적정,0
23770,2023,2,상장,N,적정,0
23770,2023,3,상장,N,적정,0
23770,2023,4,상장,N,적정,0
23770,2024,1,상장,N,적정,0
23770,2024,2,상장,N,기타/확인필요,0
23770,2024,3,상장,N,기타/확인필요,0
23770,2024,4,상장,N,기타/확인필요,0
23770,2025,1,상장,N,기타/확인필요,0
23770,2025,2,상장,N,기타/확인필요,0
23770,2025,3,상장,N,기타/확인필요,0
23790,2020,1,상장,N,기타/확인필요,0
23790,2020,2,상장,N,적정,0
23790,2020,3,상장,N,적정,0
23790,2020,4,상장,N,적정,0
23790,2021,1,상장,N,적정,0
23790,2021,2,상장,N,적정,0
23790,2021,3,상장,N,적정,0
23790,2021,4,상장,N,적정,0
23790,2022,1,상장,N,적정,0
23790,2022,2,상장,N,적정,0
23790,2022,3,상장,N,적정,0
23790,2022,4,상장,N,적정,0
23790,2023,1,상장,N,적정,0
23790,2023,2,상장,N,적정,0
23790,2023,3,상장,N,적정,0
23790,2023,4,상장,N,적정,0
23790,2024,1,상장,N,적정,0
23790,2024,2,상장,N,기타/확인필요,0
23790,2024,3,상장,N,기타/확인필요,0
23790,2024,4,상장,N,기타/확인필요,0
23790,2025,1,상장,N,기타/확인필요,0
23790,2025,2,상장,N,기타/확인필요,0
23790,2025,3,상장,N,기타/확인필요,0
23800,2020,1,상장,N,기타/확인필요,0
23800,2020,2,상장,N,적정,0
23800,2020,3,상장,N,적정,0
23800,2020,4,상장,N,적정,0
23800,2021,1,상장,N,적정,0
23800,2021,2,상장,N,적정,0
23800,2021,3,상장,N,적정,0
23800,2021,4,상장,N,적정,0
23800,2022,1,상장,N,적정,0
23800,2022,2,상장,N,적정,0
23800,2022,3,상장,N,적정,0
23800,2022,4,상장,N,적정,0
23800,2023,1,상장,N,적정,0
23800,2023,2,상장,N,적정,0
23800,2023,3,상장,N,적정,0
23800,2023,4,상장,N,적정,0
23800,2024,1,상장,N,적정,0
23800,2024,2,상장,N,기타/확인필요,0
23800,2024,3,상장,N,기타/확인필요,0
23800,2024,4,상장,N,기타/확인필요,0
23800,2025,1,상장,N,기타/확인필요,0
23800,2025,2,상장,N,기타/확인필요,0
23800,2025,3,상장,N,기타/확인필요,0
23810,2020,1,상장,N,기타/확인필요,0
23810,2020,2,상장,N,적정,0
23810,2020,3,상장,N,적정,0
23810,2020,4,상장,N,적정,0
23810,2021,1,상장,N,적정,0
23810,2021,2,상장,N,적정,0
23810,2021,3,상장,N,적정,0
23810,2021,4,상장,N,적정,0
23810,2022,1,상장,N,적정,0
23810,2022,2,상장,N,적정,0
23810,2022,3,상장,N,적정,0
23810,2022,4,상장,N,적정,0
23810,2023,1,상장,N,적정,0
23810,2023,2,상장,N,적정,0
23810,2023,3,상장,N,적정,0
23810,2023,4,상장,N,적정,0
23810,2024,1,상장,N,적정,0
23810,2024,2,상장,N,기타/확인필요,0
23810,2024,3,상장,N,기타/확인필요,0
23810,2024,4,상장,N,기타/확인필요,0
23810,2025,1,상장,N,기타/확인필요,0
23810,2025,2,상장,N,기타/확인필요,0
23810,2025,3,상장,N,기타/확인필요,0
23890,2020,1,상장폐지,N,기타/확인필요,1
23890,2020,2,상장폐지,N,적정,1
23900,2020,1,상장,N,기타/확인필요,0
23900,2020,2,상장,N,적정,0
23900,2020,3,상장,N,적정,0
23900,2020,4,상장,N,적정,0
23900,2021,1,상장,N,적정,0
23900,2021,2,상장,N,적정,0
23900,2021,3,상장,N,적정,0
23900,2021,4,상장,N,적정,0
23900,2022,1,상장,N,적정,0
23900,2022,2,상장,N,적정,0
23900,2022,3,상장,N,적정,0
23900,2022,4,상장,N,적정,0
23900,2023,1,상장,N,적정,0
23900,2023,2,상장,N,적정,0
23900,2023,3,상장,N,적정,0
23900,2023,4,상장,N,적정,0
23900,2024,1,상장,N,적정,0
23900,2024,2,상장,N,기타/확인필요,0
23900,2024,3,상장,N,기타/확인필요,0
23900,2024,4,상장,N,기타/확인필요,0
23900,2025,1,상장,N,기타/확인필요,0
23900,2025,2,상장,N,기타/확인필요,0
23900,2025,3,상장,N,기타/확인필요,0
23910,2020,1,상장,N,기타/확인필요,0
23910,2020,2,상장,N,기타/확인필요,0
23910,2020,3,상장,N,기타/확인필요,0
23910,2020,4,상장,N,기타/확인필요,0
23910,2021,1,상장,N,기타/확인필요,0
23910,2021,2,상장,N,기타/확인필요,0
23910,2021,3,상장,N,기타/확인필요,0
23910,2021,4,상장,N,기타/확인필요,0
23910,2022,1,상장,N,기타/확인필요,0
23910,2022,2,상장,N,기타/확인필요,0
23910,2022,3,상장,N,기타/확인필요,0
23910,2022,4,상장,N,기타/확인필요,0
23910,2023,1,상장,N,기타/확인필요,0
23910,2023,2,상장,N,기타/확인필요,0
23910,2023,3,상장,N,기타/확인필요,0
23910,2023,4,상장,N,기타/확인필요,0
23910,2024,1,상장,N,기타/확인필요,0
23910,2024,2,상장,N,기타/확인필요,0
23910,2024,3,상장,N,기타/확인필요,0
23910,2024,4,상장,N,기타/확인필요,0
23910,2025,1,상장,N,기타/확인필요,0
23910,2025,2,상장,N,기타/확인필요,0
23910,2025,3,상장,N,기타/확인필요,0
23960,2020,1,상장,N,기타/확인필요,0
23960,2020,2,상장,N,적정,0
23960,2020,3,상장,N,적정,0
23960,2020,4,상장,N,적정,0
23960,2021,1,상장,N,적정,0
23960,2021,2,상장,N,적정,0
23960,2021,3,상장,N,적정,0
23960,2021,4,상장,N,적정,0
23960,2022,1,상장,N,적정,0
23960,2022,2,상장,N,기타/확인필요,0
23960,2022,3,상장,N,기타/확인필요,0
23960,2022,4,상장,N,기타/확인필요,0
23960,2023,1,상장,N,기타/확인필요,0
23960,2023,2,상장,N,기타/확인필요,0
23960,2023,3,상장,N,기타/확인필요,0
23960,2023,4,상장,N,기타/확인필요,0
23960,2024,1,상장,N,기타/확인필요,0
23960,2024,2,상장,N,기타/확인필요,0
23960,2024,3,상장,N,기타/확인필요,0
23960,2024,4,상장,N,기타/확인필요,0
23960,2025,1,상장,N,기타/확인필요,0
23960,2025,2,상장,N,기타/확인필요,0
23960,2025,3,상장,N,기타/확인필요,0
24060,2020,1,상장,N,기타/확인필요,0
24060,2020,2,상장,N,기타/확인필요,0
24060,2020,3,상장,N,기타/확인필요,0
24060,2020,4,상장,N,기타/확인필요,0
24060,2021,1,상장,N,기타/확인필요,0
24060,2021,2,상장,N,기타/확인필요,0
24060,2021,3,상장,N,기타/확인필요,0
24060,2021,4,상장,N,기타/확인필요,0
24060,2022,1,상장,N,기타/확인필요,0
24060,2022,2,상장,N,기타/확인필요,0
24060,2022,3,상장,N,기타/확인필요,0
24060,2022,4,상장,N,기타/확인필요,0
24060,2023,1,상장,N,기타/확인필요,0
24060,2023,2,상장,N,기타/확인필요,0
24060,2023,3,상장,N,기타/확인필요,0
24060,2023,4,상장,N,기타/확인필요,0
24060,2024,1,상장,N,기타/확인필요,0
24060,2024,2,상장,N,기타/확인필요,0
24060,2024,3,상장,N,기타/확인필요,0
24060,2024,4,상장,N,기타/확인필요,0
24060,2025,1,상장,N,기타/확인필요,0
24060,2025,2,상장,N,기타/확인필요,0
24060,2025,3,상장,N,기타/확인필요,0
24070,2020,1,상장,N,기타/확인필요,0
24070,2020,2,상장,N,적정,0
24070,2020,3,상장,N,적정,0
24070,2020,4,상장,N,적정,0
24070,2021,1,상장,N,적정,0
24070,2021,2,상장,N,적정,0
24070,2021,3,상장,N,적정,0
24070,2021,4,상장,N,적정,0
24070,2022,1,상장,N,적정,0
24070,2022,2,상장,N,적정,0
24070,2022,3,상장,N,적정,0
24070,2022,4,상장,N,적정,0
24070,2023,1,상장,N,적정,0
24070,2023,2,상장,N,적정,0
24070,2023,3,상장,N,적정,0
24070,2023,4,상장,N,적정,0
24070,2024,1,상장,N,적정,0
24070,2024,2,상장,N,기타/확인필요,0
24070,2024,3,상장,N,기타/확인필요,0
24070,2024,4,상장,N,기타/확인필요,0
24070,2025,1,상장,N,기타/확인필요,0
24070,2025,2,상장,N,기타/확인필요,0
24070,2025,3,상장,N,기타/확인필요,0
24090,2020,1,상장,N,기타/확인필요,0
24090,2020,2,상장,N,적정,0
24090,2020,3,상장,N,적정,0
24090,2020,4,상장,N,적정,0
24090,2021,1,상장,N,적정,0
24090,2021,2,상장,N,적정,0
24090,2021,3,상장,N,적정,0
24090,2021,4,상장,N,적정,0
24090,2022,1,상장,N,적정,0
24090,2022,2,상장,N,적정,0
24090,2022,3,상장,N,적정,0
24090,2022,4,상장,N,적정,0
24090,2023,1,상장,N,적정,0
24090,2023,2,상장,N,적정,0
24090,2023,3,상장,N,적정,0
24090,2023,4,상장,N,적정,0
24090,2024,1,상장,N,적정,0
24090,2024,2,상장,N,기타/확인필요,0
24090,2024,3,상장,N,기타/확인필요,0
24090,2024,4,상장,N,기타/확인필요,0
24090,2025,1,상장,N,기타/확인필요,0
24090,2025,2,상장,N,기타/확인필요,0
24090,2025,3,상장,N,기타/확인필요,0
24110,2023,3,상장,N,기타/확인필요,0
24110,2023,4,상장,N,적정,0
24110,2024,1,상장,N,적정,0
24110,2024,2,상장,N,기타/확인필요,0
24110,2024,3,상장,N,기타/확인필요,0
24110,2024,4,상장,N,기타/확인필요,0
24110,2025,1,상장,N,기타/확인필요,0
24110,2025,2,상장,N,기타/확인필요,0
24110,2025,3,상장,N,기타/확인필요,0
24120,2020,1,상장,N,기타/확인필요,0
24120,2020,2,상장,N,적정,0
24120,2020,3,상장,N,적정,0
24120,2020,4,상장,N,적정,0
24120,2021,1,상장,N,적정,0
24120,2021,2,상장,N,적정,0
24120,2021,3,상장,N,적정,0
24120,2021,4,상장,N,적정,0
24120,2022,1,상장,N,적정,0
24120,2022,2,상장,N,적정,0
24120,2022,3,상장,N,적정,0
24120,2022,4,상장,N,적정,0
24120,2023,1,상장,N,적정,0
24120,2023,2,상장,N,적정,0
24120,2023,3,상장,N,적정,0
24120,2023,4,상장,N,적정,0
24120,2024,1,상장,N,적정,0
24120,2024,2,상장,N,기타/확인필요,0
24120,2024,3,상장,N,기타/확인필요,0
24120,2024,4,상장,N,기타/확인필요,0
24120,2025,1,상장,N,기타/확인필요,0
24120,2025,2,상장,N,기타/확인필요,0
24120,2025,3,상장,N,기타/확인필요,0
24720,2020,1,상장,N,기타/확인필요,0
24720,2020,2,상장,N,적정,0
24720,2020,3,상장,N,적정,0
24720,2020,4,상장,N,적정,0
24720,2021,1,상장,N,적정,0
24720,2021,2,상장,N,적정,0
24720,2021,3,상장,N,적정,0
24720,2021,4,상장,N,적정,0
24720,2022,1,상장,N,적정,0
24720,2022,2,상장,N,적정,0
24720,2022,3,상장,N,적정,0
24720,2022,4,상장,N,적정,0
24720,2023,1,상장,N,적정,0
24720,2023,2,상장,N,적정,0
24720,2023,3,상장,N,적정,0
24720,2023,4,상장,N,적정,0
24720,2024,1,상장,N,적정,0
24720,2024,2,상장,N,기타/확인필요,0
24720,2024,3,상장,N,기타/확인필요,0
24720,2024,4,상장,N,기타/확인필요,0
24720,2025,1,상장,N,기타/확인필요,0
24720,2025,2,상장,N,기타/확인필요,0
24720,2025,3,상장,N,기타/확인필요,0
24740,2020,1,상장,N,기타/확인필요,0
24740,2020,2,상장,N,기타/확인필요,0
24740,2020,3,상장,N,기타/확인필요,0
24740,2020,4,상장,N,기타/확인필요,0
24740,2021,1,상장,N,기타/확인필요,0
24740,2021,2,상장,N,기타/확인필요,0
24740,2021,3,상장,N,기타/확인필요,0
24740,2021,4,상장,N,기타/확인필요,0
24740,2022,1,상장,N,기타/확인필요,0
24740,2022,2,상장,N,기타/확인필요,0
24740,2022,3,상장,N,기타/확인필요,0
24740,2022,4,상장,N,기타/확인필요,0
24740,2023,1,상장,N,기타/확인필요,0
24740,2023,2,상장,N,기타/확인필요,0
24740,2023,3,상장,N,기타/확인필요,0
24740,2023,4,상장,N,기타/확인필요,0
24740,2024,1,상장,N,기타/확인필요,0
24740,2024,2,상장,N,기타/확인필요,0
24740,2024,3,상장,N,기타/확인필요,0
24740,2024,4,상장,N,기타/확인필요,0
24740,2025,1,상장,N,기타/확인필요,0
24740,2025,2,상장,N,기타/확인필요,0
24740,2025,3,상장,N,기타/확인필요,0
24800,2020,1,상장,N,기타/확인필요,0
24800,2020,2,상장,N,적정,0
24800,2020,3,상장,N,적정,0
24800,2020,4,상장,N,적정,0
24800,2021,1,상장,N,적정,0
24800,2021,2,상장,N,적정,0
24800,2021,3,상장,N,적정,0
24800,2021,4,상장,N,적정,0
24800,2022,1,상장,N,적정,0
24800,2022,2,상장,N,적정,0
24800,2022,3,상장,N,적정,0
24800,2022,4,상장,N,적정,0
24800,2023,1,상장,N,적정,0
24800,2023,2,상장,N,적정,0
24800,2023,3,상장,N,적정,0
24800,2023,4,상장,N,적정,0
24800,2024,1,상장,N,적정,0
24800,2024,2,상장,N,기타/확인필요,0
24800,2024,3,상장,N,기타/확인필요,0
24800,2024,4,상장,N,기타/확인필요,0
24800,2025,1,상장,N,기타/확인필요,0
24800,2025,2,상장,N,기타/확인필요,0
24800,2025,3,상장,N,기타/확인필요,0
24810,2020,1,상장폐지,N,기타/확인필요,1
24810,2020,2,상장폐지,N,적정,1
24810,2020,3,상장폐지,N,적정,1
24810,2020,4,상장폐지,N,적정,1
24810,2021,1,상장폐지,N,적정,1
24810,2021,2,상장폐지,N,적정,1
24810,2021,3,상장폐지,N,적정,1
24810,2021,4,상장폐지,N,적정,1
24810,2022,1,상장폐지,N,적정,1
24810,2022,2,상장폐지,N,적정,1
24810,2022,3,상장폐지,N,적정,1
24810,2022,4,상장폐지,N,적정,1
24810,2023,1,상장폐지,N,적정,1
24810,2023,2,상장폐지,N,의견거절,1
24810,2023,3,상장폐지,N,의견거절,1
24810,2023,4,상장폐지,N,의견거절,1
24810,2024,1,상장폐지,N,의견거절,1
24810,2024,2,상장폐지,N,의견거절,1
24810,2024,3,상장폐지,N,의견거절,1
24810,2024,4,상장폐지,N,의견거절,1
24810,2025,1,상장폐지,N,의견거절,1
24810,2025,2,상장폐지,N,기타/확인필요,1
24810,2025,3,상장폐지,N,기타/확인필요,1
24830,2020,1,상장,N,기타/확인필요,0
24830,2020,2,상장,N,적정,0
24830,2020,3,상장,N,적정,0
24830,2020,4,상장,N,적정,0
24830,2021,1,상장,N,적정,0
24830,2021,2,상장,N,적정,0
24830,2021,3,상장,N,적정,0
24830,2021,4,상장,N,적정,0
24830,2022,1,상장,N,적정,0
24830,2022,2,상장,N,적정,0
24830,2022,3,상장,N,적정,0
24830,2022,4,상장,N,적정,0
24830,2023,1,상장,N,적정,0
24830,2023,2,상장,N,적정,0
24830,2023,3,상장,N,적정,0
24830,2023,4,상장,N,적정,0
24830,2024,1,상장,N,적정,0
24830,2024,2,상장,N,기타/확인필요,0
24830,2024,3,상장,N,기타/확인필요,0
24830,2024,4,상장,N,기타/확인필요,0
24830,2025,1,상장,N,기타/확인필요,0
24830,2025,2,상장,N,기타/확인필요,0
24830,2025,3,상장,N,기타/확인필요,0
24840,2020,1,상장,N,기타/확인필요,0
24840,2020,2,상장,N,기타/확인필요,0
24840,2020,3,상장,N,기타/확인필요,0
24840,2020,4,상장,N,기타/확인필요,0
24840,2021,1,상장,N,기타/확인필요,0
24840,2021,2,상장,N,적정,0
24840,2021,3,상장,N,적정,0
24840,2021,4,상장,N,적정,0
24840,2022,1,상장,N,적정,0
24840,2022,2,상장,N,적정,0
24840,2022,3,상장,N,적정,0
24840,2022,4,상장,N,적정,0
24840,2023,1,상장,N,적정,0
24840,2023,2,상장,N,적정,0
24840,2023,3,상장,N,적정,0
24840,2023,4,상장,N,적정,0
24840,2024,1,상장,N,적정,0
24840,2024,2,상장,N,기타/확인필요,0
24840,2024,3,상장,N,기타/확인필요,0
24840,2024,4,상장,N,기타/확인필요,0
24840,2025,1,상장,N,기타/확인필요,0
24840,2025,2,상장,N,기타/확인필요,0
24840,2025,3,상장,N,기타/확인필요,0
24850,2020,1,상장,N,기타/확인필요,0
24850,2020,2,상장,N,기타/확인필요,0
24850,2020,3,상장,N,기타/확인필요,0
24850,2020,4,상장,N,기타/확인필요,0
24850,2021,1,상장,N,기타/확인필요,0
24850,2021,2,상장,N,기타/확인필요,0
24850,2021,3,상장,N,기타/확인필요,0
24850,2021,4,상장,N,기타/확인필요,0
24850,2022,1,상장,N,기타/확인필요,0
24850,2022,2,상장,N,기타/확인필요,0
24850,2022,3,상장,N,기타/확인필요,0
24850,2022,4,상장,N,기타/확인필요,0
24850,2023,1,상장,N,기타/확인필요,0
24850,2023,2,상장,N,기타/확인필요,0
24850,2023,4,상장,N,기타/확인필요,0
24850,2024,1,상장,N,기타/확인필요,0
24850,2024,2,상장,N,기타/확인필요,0
24850,2024,3,상장,N,기타/확인필요,0
24850,2024,4,상장,N,기타/확인필요,0
24850,2025,1,상장,N,기타/확인필요,0
24850,2025,2,상장,N,기타/확인필요,0
24850,2025,3,상장,N,기타/확인필요,0
24880,2020,1,상장,N,기타/확인필요,0
24880,2020,2,상장,N,적정,0
24880,2020,3,상장,N,적정,0
24880,2020,4,상장,N,적정,0
24880,2021,1,상장,N,적정,0
24880,2021,2,상장,N,적정,0
24880,2021,3,상장,N,적정,0
24880,2021,4,상장,N,적정,0
24880,2022,1,상장,N,적정,0
24880,2022,2,상장,N,적정,0
24880,2022,3,상장,N,적정,0
24880,2022,4,상장,N,적정,0
24880,2023,1,상장,N,적정,0
24880,2023,2,상장,N,적정,0
24880,2023,3,상장,N,적정,0
24880,2023,4,상장,N,적정,0
24880,2024,1,상장,N,적정,0
24880,2024,2,상장,N,기타/확인필요,0
24880,2024,3,상장,N,기타/확인필요,0
24880,2024,4,상장,N,기타/확인필요,0
24880,2025,1,상장,N,기타/확인필요,0
24880,2025,2,상장,N,기타/확인필요,0
24880,2025,3,상장,N,기타/확인필요,0
24890,2020,1,상장,N,기타/확인필요,0
24890,2020,2,상장,N,적정,0
24890,2020,3,상장,N,적정,0
24890,2020,4,상장,N,적정,0
24890,2021,1,상장,N,적정,0
24890,2021,2,상장,N,적정,0
24890,2021,3,상장,N,적정,0
24890,2021,4,상장,N,적정,0
24890,2022,1,상장,N,적정,0
24890,2022,2,상장,N,적정,0
24890,2022,3,상장,N,적정,0
24890,2022,4,상장,N,적정,0
24890,2023,1,상장,N,적정,0
24890,2023,2,상장,N,적정,0
24890,2023,3,상장,N,적정,0
24890,2023,4,상장,N,적정,0
24890,2024,1,상장,N,적정,0
24890,2024,2,상장,N,기타/확인필요,0
24890,2024,3,상장,N,기타/확인필요,0
24890,2024,4,상장,N,기타/확인필요,0
24890,2025,1,상장,N,기타/확인필요,0
24890,2025,2,상장,N,기타/확인필요,0
24890,2025,3,상장,N,기타/확인필요,0
24900,2020,1,상장,N,기타/확인필요,0
24900,2020,2,상장,N,적정,0
24900,2020,3,상장,N,적정,0
24900,2020,4,상장,N,적정,0
24900,2021,1,상장,N,적정,0
24900,2021,2,상장,N,적정,0
24900,2021,3,상장,N,적정,0
24900,2021,4,상장,N,적정,0
24900,2022,1,상장,N,적정,0
24900,2022,2,상장,N,적정,0
24900,2022,3,상장,N,적정,0
24900,2022,4,상장,N,적정,0
24900,2023,1,상장,N,적정,0
24900,2023,2,상장,N,적정,0
24900,2023,3,상장,N,적정,0
24900,2023,4,상장,N,적정,0
24900,2024,1,상장,N,적정,0
24900,2024,2,상장,N,기타/확인필요,0
24900,2024,3,상장,N,기타/확인필요,0
24900,2024,4,상장,N,기타/확인필요,0
24900,2025,1,상장,N,기타/확인필요,0
24900,2025,2,상장,N,기타/확인필요,0
24900,2025,3,상장,N,기타/확인필요,0
24910,2020,1,상장,N,기타/확인필요,0
24910,2020,2,상장,N,적정,0
24910,2020,3,상장,N,적정,0
24910,2020,4,상장,N,적정,0
24910,2021,1,상장,N,적정,0
24910,2021,2,상장,N,적정,0
24910,2021,3,상장,N,적정,0
24910,2021,4,상장,N,적정,0
24910,2022,1,상장,N,적정,0
24910,2022,2,상장,N,적정,0
24910,2022,3,상장,N,적정,0
24910,2022,4,상장,N,적정,0
24910,2023,1,상장,N,적정,0
24910,2023,2,상장,N,적정,0
24910,2023,3,상장,N,적정,0
24910,2023,4,상장,N,적정,0
24910,2024,1,상장,N,적정,0
24910,2024,2,상장,N,기타/확인필요,0
24910,2024,3,상장,N,기타/확인필요,0
24910,2024,4,상장,N,기타/확인필요,0
24910,2025,1,상장,N,기타/확인필요,0
24910,2025,2,상장,N,기타/확인필요,0
24910,2025,3,상장,N,기타/확인필요,0
24940,2020,1,상장,N,기타/확인필요,0
24940,2020,2,상장,N,적정,0
24940,2020,3,상장,N,적정,0
24940,2020,4,상장,N,적정,0
24940,2021,1,상장,N,적정,0
24940,2021,2,상장,N,적정,0
24940,2021,3,상장,N,적정,0
24940,2021,4,상장,N,적정,0
24940,2022,1,상장,N,적정,0
24940,2022,2,상장,N,적정,0
24940,2022,3,상장,N,적정,0
24940,2022,4,상장,N,적정,0
24940,2023,1,상장,N,적정,0
24940,2023,2,상장,N,적정,0
24940,2023,3,상장,N,적정,0
24940,2023,4,상장,N,적정,0
24940,2024,1,상장,N,적정,0
24940,2024,2,상장,N,기타/확인필요,0
24940,2024,3,상장,N,기타/확인필요,0
24940,2024,4,상장,N,기타/확인필요,0
24940,2025,1,상장,N,기타/확인필요,0
24940,2025,2,상장,N,기타/확인필요,0
24940,2025,3,상장,N,기타/확인필요,0
24950,2020,1,상장,N,기타/확인필요,0
24950,2020,2,상장,N,적정,0
24950,2020,3,상장,N,적정,0
24950,2020,4,상장,N,적정,0
24950,2021,1,상장,N,적정,0
24950,2021,2,상장,N,적정,0
24950,2021,3,상장,N,적정,0
24950,2021,4,상장,N,적정,0
24950,2022,1,상장,N,적정,0
24950,2022,2,상장,N,적정,0
24950,2022,3,상장,N,적정,0
24950,2022,4,상장,N,적정,0
24950,2023,1,상장,N,적정,0
24950,2023,2,상장,N,적정,0
24950,2023,3,상장,N,적정,0
24950,2023,4,상장,N,적정,0
24950,2024,1,상장,N,적정,0
24950,2024,2,상장,N,기타/확인필요,0
24950,2024,3,상장,N,기타/확인필요,0
24950,2024,4,상장,N,기타/확인필요,0
24950,2025,1,상장,N,기타/확인필요,0
24950,2025,2,상장,N,기타/확인필요,0
24950,2025,3,상장,N,기타/확인필요,0
25000,2020,1,상장,N,기타/확인필요,0
25000,2020,2,상장,N,적정,0
25000,2020,3,상장,N,적정,0
25000,2020,4,상장,N,적정,0
25000,2021,1,상장,N,적정,0
25000,2021,2,상장,N,적정,0
25000,2021,3,상장,N,적정,0
25000,2021,4,상장,N,적정,0
25000,2022,1,상장,N,적정,0
