stock_code,quarter,상장폐지 여부,관리종목 여부,감사의견
13990.0,2025Q2,상장,N,기타/확인필요
13990.0,2025Q3,상장,N,기타/확인필요
14100.0,2020Q1,상장,N,기타/확인필요
14100.0,2020Q2,상장,N,한정
14100.0,2020Q3,상장,N,한정
14100.0,2020Q4,상장,N,한정
14100.0,2021Q1,상장,N,한정
14100.0,2021Q2,상장,N,적정
14100.0,2021Q3,상장,N,적정
14100.0,2021Q4,상장,N,적정
14100.0,2022Q1,상장,N,적정
14100.0,2022Q2,상장,N,적정
14100.0,2022Q3,상장,N,적정
14100.0,2022Q4,상장,N,적정
14100.0,2023Q1,상장,N,적정
14100.0,2023Q2,상장,N,적정
14100.0,2023Q3,상장,N,적정
14100.0,2023Q4,상장,N,적정
14100.0,2024Q1,상장,N,적정
14100.0,2024Q2,상장,N,기타/확인필요
14100.0,2024Q3,상장,N,기타/확인필요
14100.0,2024Q4,상장,N,기타/확인필요
14100.0,2025Q1,상장,N,기타/확인필요
14100.0,2025Q2,상장,N,기타/확인필요
14100.0,2025Q3,상장,N,기타/확인필요
14130.0,2020Q1,상장,N,기타/확인필요
14130.0,2020Q2,상장,N,적정
14130.0,2020Q3,상장,N,적정
14130.0,2020Q4,상장,N,적정
14130.0,2021Q1,상장,N,적정
14130.0,2021Q2,상장,N,적정
14130.0,2021Q3,상장,N,적정
14130.0,2021Q4,상장,N,적정
14130.0,2022Q1,상장,N,적정
14130.0,2022Q2,상장,N,적정
14130.0,2022Q3,상장,N,적정
14130.0,2022Q4,상장,N,적정
14130.0,2023Q1,상장,N,적정
14130.0,2023Q2,상장,N,적정
14130.0,2023Q3,상장,N,적정
14130.0,2023Q4,상장,N,적정
14130.0,2024Q1,상장,N,적정
14130.0,2024Q2,상장,N,기타/확인필요
14130.0,2024Q3,상장,N,기타/확인필요
14130.0,2024Q4,상장,N,기타/확인필요
14130.0,2025Q1,상장,N,기타/확인필요
14130.0,2025Q2,상장,N,기타/확인필요
14130.0,2025Q3,상장,N,기타/확인필요
14160.0,2020Q1,상장,N,기타/확인필요
14160.0,2020Q2,상장,N,적정
14160.0,2020Q3,상장,N,적정
14160.0,2020Q4,상장,N,적정
14160.0,2021Q1,상장,N,적정
14160.0,2021Q2,상장,N,적정
14160.0,2021Q3,상장,N,적정
14160.0,2021Q4,상장,N,적정
14160.0,2022Q1,상장,N,적정
14160.0,2022Q2,상장,N,적정
14160.0,2022Q3,상장,N,적정
14160.0,2022Q4,상장,N,적정
14160.0,2023Q1,상장,N,적정
14160.0,2023Q2,상장,N,적정
14160.0,2023Q3,상장,N,적정
14160.0,2023Q4,상장,N,적정
14160.0,2024Q1,상장,N,적정
14160.0,2024Q2,상장,N,기타/확인필요
14160.0,2024Q3,상장,N,기타/확인필요
14160.0,2024Q4,상장,N,기타/확인필요
14160.0,2025Q1,상장,N,기타/확인필요
14160.0,2025Q2,상장,N,기타/확인필요
14160.0,2025Q3,상장,N,기타/확인필요
14190.0,2020Q1,상장,N,기타/확인필요
14190.0,2020Q2,상장,N,적정
14190.0,2020Q3,상장,N,적정
14190.0,2020Q4,상장,N,적정
14190.0,2021Q1,상장,N,적정
14190.0,2021Q2,상장,N,적정
14190.0,2021Q3,상장,N,적정
14190.0,2021Q4,상장,N,적정
14190.0,2022Q1,상장,N,적정
14190.0,2022Q2,상장,N,적정
14190.0,2022Q3,상장,N,적정
14190.0,2022Q4,상장,N,적정
14190.0,2023Q1,상장,N,적정
14190.0,2023Q2,상장,N,적정
14190.0,2023Q3,상장,N,적정
14190.0,2023Q4,상장,N,적정
14190.0,2024Q1,상장,N,적정
14190.0,2024Q2,상장,N,기타/확인필요
14190.0,2024Q3,상장,N,기타/확인필요
14190.0,2024Q4,상장,N,기타/확인필요
14190.0,2025Q1,상장,N,기타/확인필요
14190.0,2025Q2,상장,N,기타/확인필요
14190.0,2025Q3,상장,N,기타/확인필요
14200.0,2020Q1,상장폐지,N,기타/확인필요
14200.0,2020Q2,상장폐지,N,적정
14200.0,2020Q3,상장폐지,N,적정
14200.0,2020Q4,상장폐지,N,적정
14200.0,2021Q1,상장폐지,N,적정
14200.0,2021Q2,상장폐지,N,적정
14200.0,2021Q3,상장폐지,N,적정
14200.0,2021Q4,상장폐지,N,적정
14200.0,2022Q1,상장폐지,N,적정
14200.0,2022Q2,상장폐지,N,적정
14200.0,2022Q3,상장폐지,N,적정
14200.0,2022Q4,상장폐지,N,적정
14200.0,2023Q1,상장폐지,N,적정
14200.0,2023Q2,상장폐지,N,적정
14200.0,2023Q3,상장폐지,N,적정
14200.0,2023Q4,상장폐지,N,적정
14200.0,2024Q1,상장폐지,N,적정
14200.0,2024Q2,상장폐지,N,기타/확인필요
14200.0,2024Q3,상장폐지,N,기타/확인필요
14200.0,2024Q4,상장폐지,N,기타/확인필요
14200.0,2025Q1,상장폐지,N,기타/확인필요
14200.0,2025Q2,상장폐지,N,기타/확인필요
14200.0,2025Q3,상장폐지,N,기타/확인필요
14280.0,2020Q1,상장,N,기타/확인필요
14280.0,2020Q2,상장,N,적정
14280.0,2020Q3,상장,N,적정
14280.0,2020Q4,상장,N,적정
14280.0,2021Q1,상장,N,적정
14280.0,2021Q2,상장,N,적정
14280.0,2021Q3,상장,N,적정
14280.0,2021Q4,상장,N,적정
14280.0,2022Q1,상장,N,적정
14280.0,2022Q2,상장,N,적정
14280.0,2022Q3,상장,N,적정
14280.0,2022Q4,상장,N,적정
14280.0,2023Q1,상장,N,적정
14280.0,2023Q2,상장,N,적정
14280.0,2023Q3,상장,N,적정
14280.0,2023Q4,상장,N,적정
14280.0,2024Q1,상장,N,적정
14280.0,2024Q2,상장,N,기타/확인필요
14280.0,2024Q3,상장,N,기타/확인필요
14280.0,2024Q4,상장,N,기타/확인필요
14280.0,2025Q1,상장,N,기타/확인필요
14280.0,2025Q2,상장,N,기타/확인필요
14280.0,2025Q3,상장,N,기타/확인필요
14440.0,2020Q1,상장,N,기타/확인필요
14440.0,2020Q2,상장,N,적정
14440.0,2020Q3,상장,N,적정
14440.0,2020Q4,상장,N,적정
14440.0,2021Q1,상장,N,적정
14440.0,2021Q2,상장,N,적정
14440.0,2021Q3,상장,N,적정
14440.0,2021Q4,상장,N,적정
14440.0,2022Q1,상장,N,적정
14440.0,2022Q2,상장,N,적정
14440.0,2022Q3,상장,N,적정
14440.0,2022Q4,상장,N,적정
14440.0,2023Q1,상장,N,적정
14440.0,2023Q2,상장,N,적정
14440.0,2023Q3,상장,N,적정
14440.0,2023Q4,상장,N,적정
14440.0,2024Q1,상장,N,적정
14440.0,2024Q2,상장,N,기타/확인필요
14440.0,2024Q3,상장,N,기타/확인필요
14440.0,2024Q4,상장,N,기타/확인필요
14440.0,2025Q1,상장,N,기타/확인필요
14440.0,2025Q2,상장,N,기타/확인필요
14440.0,2025Q3,상장,N,기타/확인필요
14470.0,2020Q1,상장,N,기타/확인필요
14470.0,2020Q2,상장,N,적정
14470.0,2020Q3,상장,N,적정
14470.0,2020Q4,상장,N,적정
14470.0,2021Q1,상장,N,적정
14470.0,2021Q2,상장,N,적정
14470.0,2021Q3,상장,N,적정
14470.0,2021Q4,상장,N,적정
14470.0,2022Q1,상장,N,적정
14470.0,2022Q2,상장,N,적정
14470.0,2022Q3,상장,N,적정
14470.0,2022Q4,상장,N,적정
14470.0,2023Q1,상장,N,적정
14470.0,2023Q2,상장,N,적정
14470.0,2023Q3,상장,N,적정
14470.0,2023Q4,상장,N,적정
14470.0,2024Q1,상장,N,적정
14470.0,2024Q2,상장,N,기타/확인필요
14470.0,2024Q3,상장,N,기타/확인필요
14470.0,2024Q4,상장,N,기타/확인필요
14470.0,2025Q1,상장,N,기타/확인필요
14470.0,2025Q2,상장,N,기타/확인필요
14470.0,2025Q3,상장,N,기타/확인필요
14530.0,2020Q1,상장,N,기타/확인필요
14530.0,2020Q2,상장,N,적정
14530.0,2020Q3,상장,N,적정
14530.0,2021Q1,상장,N,기타/확인필요
14530.0,2021Q2,상장,N,적정
14530.0,2021Q3,상장,N,적정
14530.0,2022Q1,상장,N,기타/확인필요
14530.0,2022Q2,상장,N,적정
14530.0,2022Q3,상장,N,적정
14530.0,2023Q1,상장,N,기타/확인필요
14530.0,2023Q2,상장,N,적정
14530.0,2023Q3,상장,N,적정
14530.0,2024Q1,상장,N,기타/확인필요
14530.0,2024Q2,상장,N,기타/확인필요
14530.0,2024Q3,상장,N,기타/확인필요
14530.0,2025Q1,상장,N,기타/확인필요
14530.0,2025Q2,상장,N,기타/확인필요
14570.0,2020Q1,상장,N,기타/확인필요
14570.0,2020Q2,상장,N,적정
14570.0,2020Q3,상장,N,적정
14570.0,2020Q4,상장,N,적정
14570.0,2021Q1,상장,N,적정
14570.0,2021Q2,상장,N,적정
14570.0,2021Q3,상장,N,적정
14570.0,2021Q4,상장,N,적정
14570.0,2022Q1,상장,N,적정
14570.0,2022Q2,상장,N,적정
14570.0,2022Q3,상장,N,적정
14570.0,2022Q4,상장,N,적정
14570.0,2023Q1,상장,N,적정
14570.0,2023Q2,상장,N,적정
14570.0,2023Q3,상장,N,적정
14570.0,2023Q4,상장,N,적정
14570.0,2024Q1,상장,N,적정
14570.0,2024Q2,상장,N,기타/확인필요
14570.0,2024Q3,상장,N,기타/확인필요
14570.0,2024Q4,상장,N,기타/확인필요
14570.0,2025Q1,상장,N,기타/확인필요
14570.0,2025Q2,상장,N,기타/확인필요
14570.0,2025Q3,상장,N,기타/확인필요
14580.0,2020Q1,상장,N,기타/확인필요
14580.0,2020Q2,상장,N,적정
14580.0,2020Q3,상장,N,적정
14580.0,2020Q4,상장,N,적정
14580.0,2021Q1,상장,N,적정
14580.0,2021Q2,상장,N,적정
14580.0,2021Q3,상장,N,적정
14580.0,2021Q4,상장,N,적정
14580.0,2022Q1,상장,N,적정
14580.0,2022Q2,상장,N,적정
14580.0,2022Q3,상장,N,적정
14580.0,2022Q4,상장,N,적정
14580.0,2023Q1,상장,N,적정
14580.0,2023Q2,상장,N,적정
14580.0,2023Q3,상장,N,적정
14580.0,2023Q4,상장,N,적정
14580.0,2024Q1,상장,N,적정
14580.0,2024Q2,상장,N,기타/확인필요
14580.0,2024Q3,상장,N,기타/확인필요
14580.0,2024Q4,상장,N,기타/확인필요
14580.0,2025Q1,상장,N,기타/확인필요
14580.0,2025Q2,상장,N,기타/확인필요
14580.0,2025Q3,상장,N,기타/확인필요
14620.0,2020Q1,상장,N,기타/확인필요
14620.0,2020Q2,상장,N,기타/확인필요
14620.0,2020Q3,상장,N,기타/확인필요
14620.0,2021Q1,상장,N,기타/확인필요
14620.0,2021Q2,상장,N,기타/확인필요
14620.0,2021Q3,상장,N,기타/확인필요
14620.0,2022Q1,상장,N,기타/확인필요
14620.0,2022Q2,상장,N,기타/확인필요
14620.0,2022Q3,상장,N,기타/확인필요
14620.0,2023Q1,상장,N,기타/확인필요
14620.0,2023Q2,상장,N,기타/확인필요
14620.0,2023Q3,상장,N,기타/확인필요
14620.0,2024Q1,상장,N,기타/확인필요
14620.0,2024Q2,상장,N,기타/확인필요
14620.0,2024Q3,상장,N,기타/확인필요
14620.0,2025Q1,상장,N,기타/확인필요
14620.0,2025Q2,상장,N,기타/확인필요
14680.0,2020Q1,상장,N,기타/확인필요
14680.0,2020Q2,상장,N,적정
14680.0,2020Q3,상장,N,적정
14680.0,2020Q4,상장,N,적정
14680.0,2021Q1,상장,N,적정
14680.0,2021Q2,상장,N,적정
14680.0,2021Q3,상장,N,적정
14680.0,2021Q4,상장,N,적정
14680.0,2022Q1,상장,N,적정
14680.0,2022Q2,상장,N,적정
14680.0,2022Q3,상장,N,적정
14680.0,2022Q4,상장,N,적정
14680.0,2023Q1,상장,N,적정
14680.0,2023Q2,상장,N,적정
14680.0,2023Q3,상장,N,적정
14680.0,2023Q4,상장,N,적정
14680.0,2024Q1,상장,N,적정
14680.0,2024Q2,상장,N,기타/확인필요
14680.0,2024Q3,상장,N,기타/확인필요
14680.0,2024Q4,상장,N,기타/확인필요
14680.0,2025Q1,상장,N,기타/확인필요
14680.0,2025Q2,상장,N,기타/확인필요
14680.0,2025Q3,상장,N,기타/확인필요
14710.0,2020Q1,상장,N,기타/확인필요
14710.0,2020Q2,상장,N,적정
14710.0,2020Q3,상장,N,적정
14710.0,2020Q4,상장,N,적정
14710.0,2021Q1,상장,N,적정
14710.0,2021Q2,상장,N,적정
14710.0,2021Q3,상장,N,적정
14710.0,2021Q4,상장,N,적정
14710.0,2022Q1,상장,N,적정
14710.0,2022Q2,상장,N,적정
14710.0,2022Q3,상장,N,적정
14710.0,2022Q4,상장,N,적정
14710.0,2023Q1,상장,N,적정
14710.0,2023Q2,상장,N,적정
14710.0,2023Q3,상장,N,적정
14710.0,2023Q4,상장,N,적정
14710.0,2024Q1,상장,N,적정
14710.0,2024Q2,상장,N,기타/확인필요
14710.0,2024Q3,상장,N,기타/확인필요
14710.0,2024Q4,상장,N,기타/확인필요
14710.0,2025Q1,상장,N,기타/확인필요
14710.0,2025Q2,상장,N,기타/확인필요
14710.0,2025Q3,상장,N,기타/확인필요
14790.0,2020Q1,상장,N,기타/확인필요
14790.0,2020Q2,상장,N,적정
14790.0,2020Q3,상장,N,적정
14790.0,2020Q4,상장,N,적정
14790.0,2021Q1,상장,N,적정
14790.0,2021Q3,상장,N,기타/확인필요
14790.0,2021Q4,상장,N,적정
14790.0,2022Q1,상장,N,적정
14790.0,2022Q2,상장,N,적정
14790.0,2022Q3,상장,N,적정
14790.0,2022Q4,상장,N,적정
14790.0,2023Q1,상장,N,적정
14790.0,2023Q2,상장,N,적정
14790.0,2023Q3,상장,N,적정
14790.0,2023Q4,상장,N,적정
14790.0,2024Q1,상장,N,적정
14790.0,2024Q2,상장,N,기타/확인필요
14790.0,2024Q3,상장,N,기타/확인필요
14790.0,2024Q4,상장,N,기타/확인필요
14790.0,2025Q1,상장,N,기타/확인필요
14790.0,2025Q2,상장,N,기타/확인필요
14790.0,2025Q3,상장,N,기타/확인필요
14820.0,2020Q1,상장,N,기타/확인필요
14820.0,2020Q2,상장,N,적정
14820.0,2020Q3,상장,N,적정
14820.0,2020Q4,상장,N,적정
14820.0,2021Q1,상장,N,적정
14820.0,2021Q2,상장,N,적정
14820.0,2021Q3,상장,N,적정
14820.0,2021Q4,상장,N,적정
14820.0,2022Q1,상장,N,적정
14820.0,2022Q2,상장,N,적정
14820.0,2022Q3,상장,N,적정
14820.0,2022Q4,상장,N,적정
14820.0,2023Q1,상장,N,적정
14820.0,2023Q2,상장,N,적정
14820.0,2023Q3,상장,N,적정
14820.0,2023Q4,상장,N,적정
14820.0,2024Q1,상장,N,적정
14820.0,2024Q2,상장,N,기타/확인필요
14820.0,2024Q3,상장,N,기타/확인필요
14820.0,2024Q4,상장,N,기타/확인필요
14820.0,2025Q1,상장,N,기타/확인필요
14820.0,2025Q2,상장,N,기타/확인필요
14820.0,2025Q3,상장,N,기타/확인필요
14830.0,2020Q1,상장,N,기타/확인필요
14830.0,2020Q2,상장,N,적정
14830.0,2020Q3,상장,N,적정
14830.0,2020Q4,상장,N,적정
14830.0,2021Q1,상장,N,적정
14830.0,2021Q2,상장,N,적정
14830.0,2021Q3,상장,N,적정
14830.0,2021Q4,상장,N,적정
14830.0,2022Q1,상장,N,적정
14830.0,2022Q2,상장,N,적정
14830.0,2022Q3,상장,N,적정
14830.0,2022Q4,상장,N,적정
14830.0,2023Q1,상장,N,적정
14830.0,2023Q2,상장,N,적정
14830.0,2023Q3,상장,N,적정
14830.0,2023Q4,상장,N,적정
14830.0,2024Q1,상장,N,적정
14830.0,2024Q2,상장,N,기타/확인필요
14830.0,2024Q3,상장,N,기타/확인필요
14830.0,2024Q4,상장,N,기타/확인필요
14830.0,2025Q1,상장,N,기타/확인필요
14830.0,2025Q2,상장,N,기타/확인필요
14830.0,2025Q3,상장,N,기타/확인필요
14910.0,2020Q1,상장,N,기타/확인필요
14910.0,2020Q2,상장,N,적정
14910.0,2020Q3,상장,N,적정
14910.0,2020Q4,상장,N,적정
14910.0,2021Q1,상장,N,적정
14910.0,2021Q2,상장,N,적정
14910.0,2021Q3,상장,N,적정
14910.0,2021Q4,상장,N,적정
14910.0,2022Q1,상장,N,적정
14910.0,2022Q2,상장,N,적정
14910.0,2022Q3,상장,N,적정
14910.0,2022Q4,상장,N,적정
14910.0,2023Q1,상장,N,적정
14910.0,2023Q2,상장,N,적정
14910.0,2023Q3,상장,N,적정
14910.0,2023Q4,상장,N,적정
14910.0,2024Q1,상장,N,적정
14910.0,2024Q2,상장,N,기타/확인필요
14910.0,2024Q3,상장,N,기타/확인필요
14910.0,2024Q4,상장,N,기타/확인필요
14910.0,2025Q1,상장,N,기타/확인필요
14910.0,2025Q2,상장,N,기타/확인필요
14910.0,2025Q3,상장,N,기타/확인필요
14940.0,2020Q1,상장,N,기타/확인필요
14940.0,2020Q2,상장,N,적정
14940.0,2020Q3,상장,N,적정
14940.0,2020Q4,상장,N,적정
14940.0,2021Q1,상장,N,적정
14940.0,2021Q2,상장,N,기타/확인필요
14940.0,2021Q3,상장,N,기타/확인필요
14940.0,2021Q4,상장,N,기타/확인필요
14940.0,2022Q1,상장,N,기타/확인필요
14940.0,2022Q2,상장,N,기타/확인필요
14940.0,2022Q3,상장,N,기타/확인필요
14940.0,2022Q4,상장,N,기타/확인필요
14940.0,2023Q1,상장,N,기타/확인필요
14940.0,2023Q2,상장,N,기타/확인필요
14940.0,2023Q3,상장,N,기타/확인필요
14940.0,2023Q4,상장,N,기타/확인필요
14940.0,2024Q1,상장,N,기타/확인필요
14940.0,2024Q2,상장,N,기타/확인필요
14940.0,2024Q3,상장,N,기타/확인필요
14940.0,2024Q4,상장,N,기타/확인필요
14940.0,2025Q1,상장,N,기타/확인필요
14940.0,2025Q2,상장,N,기타/확인필요
14940.0,2025Q3,상장,N,기타/확인필요
14950.0,2025Q2,상장,N,기타/확인필요
14950.0,2025Q3,상장,N,기타/확인필요
14970.0,2020Q1,상장,N,기타/확인필요
14970.0,2020Q2,상장,N,적정
14970.0,2020Q3,상장,N,적정
14970.0,2020Q4,상장,N,적정
14970.0,2021Q1,상장,N,적정
14970.0,2021Q2,상장,N,적정
14970.0,2021Q3,상장,N,적정
14970.0,2021Q4,상장,N,적정
14970.0,2022Q1,상장,N,적정
14970.0,2022Q2,상장,N,적정
14970.0,2022Q3,상장,N,적정
14970.0,2022Q4,상장,N,적정
14970.0,2023Q1,상장,N,적정
14970.0,2023Q2,상장,N,적정
14970.0,2023Q3,상장,N,적정
14970.0,2023Q4,상장,N,적정
14970.0,2024Q1,상장,N,적정
14970.0,2024Q2,상장,N,기타/확인필요
14970.0,2024Q3,상장,N,기타/확인필요
14970.0,2024Q4,상장,N,기타/확인필요
14970.0,2025Q1,상장,N,기타/확인필요
14970.0,2025Q2,상장,N,기타/확인필요
14970.0,2025Q3,상장,N,기타/확인필요
14990.0,2020Q1,상장,N,기타/확인필요
14990.0,2020Q2,상장,N,적정
14990.0,2020Q3,상장,N,적정
14990.0,2020Q4,상장,N,적정
14990.0,2021Q1,상장,N,적정
14990.0,2021Q2,상장,N,적정
14990.0,2021Q3,상장,N,적정
14990.0,2021Q4,상장,N,적정
14990.0,2022Q1,상장,N,적정
14990.0,2022Q2,상장,N,적정
14990.0,2022Q3,상장,N,적정
14990.0,2022Q4,상장,N,적정
14990.0,2023Q1,상장,N,적정
14990.0,2023Q2,상장,N,적정
14990.0,2023Q3,상장,N,적정
14990.0,2023Q4,상장,N,적정
14990.0,2024Q1,상장,N,적정
14990.0,2024Q2,상장,N,기타/확인필요
14990.0,2024Q3,상장,N,기타/확인필요
14990.0,2024Q4,상장,N,기타/확인필요
14990.0,2025Q1,상장,N,기타/확인필요
14990.0,2025Q2,상장,N,기타/확인필요
14990.0,2025Q3,상장,N,기타/확인필요
15020.0,2020Q1,상장,N,기타/확인필요
15020.0,2020Q2,상장,N,적정
15020.0,2020Q3,상장,N,적정
15020.0,2020Q4,상장,N,적정
15020.0,2021Q1,상장,N,적정
15020.0,2021Q2,상장,N,적정
15020.0,2021Q3,상장,N,적정
15020.0,2021Q4,상장,N,적정
15020.0,2022Q1,상장,N,적정
15020.0,2022Q2,상장,N,적정
15020.0,2022Q3,상장,N,적정
15020.0,2022Q4,상장,N,적정
15020.0,2023Q1,상장,N,적정
15020.0,2023Q2,상장,N,적정
15020.0,2023Q3,상장,N,적정
15020.0,2023Q4,상장,N,적정
15020.0,2024Q1,상장,N,적정
15020.0,2024Q2,상장,N,기타/확인필요
15020.0,2024Q3,상장,N,기타/확인필요
15020.0,2024Q4,상장,N,기타/확인필요
15020.0,2025Q1,상장,N,기타/확인필요
15020.0,2025Q2,상장,N,기타/확인필요
15020.0,2025Q3,상장,N,기타/확인필요
15200.0,2023Q3,상장,N,기타/확인필요
15200.0,2023Q4,상장,N,기타/확인필요
15200.0,2024Q1,상장,N,기타/확인필요
15200.0,2024Q2,상장,N,기타/확인필요
15200.0,2024Q3,상장,N,기타/확인필요
15200.0,2024Q4,상장,N,기타/확인필요
15200.0,2025Q1,상장,N,기타/확인필요
15200.0,2025Q2,상장,N,기타/확인필요
15200.0,2025Q3,상장,N,기타/확인필요
15230.0,2020Q1,상장,N,기타/확인필요
15230.0,2020Q2,상장,N,적정
15230.0,2020Q3,상장,N,적정
15230.0,2020Q4,상장,N,적정
15230.0,2021Q1,상장,N,적정
15230.0,2021Q2,상장,N,적정
15230.0,2021Q3,상장,N,적정
15230.0,2021Q4,상장,N,적정
15230.0,2022Q1,상장,N,적정
15230.0,2022Q2,상장,N,적정
15230.0,2022Q3,상장,N,적정
15230.0,2022Q4,상장,N,적정
15230.0,2023Q1,상장,N,적정
15230.0,2023Q2,상장,N,적정
15230.0,2023Q3,상장,N,적정
15230.0,2023Q4,상장,N,적정
15230.0,2024Q1,상장,N,적정
15230.0,2024Q2,상장,N,기타/확인필요
15230.0,2024Q3,상장,N,기타/확인필요
15230.0,2024Q4,상장,N,기타/확인필요
15230.0,2025Q1,상장,N,기타/확인필요
15230.0,2025Q2,상장,N,기타/확인필요
15230.0,2025Q3,상장,N,기타/확인필요
15260.0,2020Q1,상장,N,기타/확인필요
15260.0,2020Q2,상장,N,적정
15260.0,2020Q3,상장,N,적정
15260.0,2020Q4,상장,N,적정
15260.0,2021Q1,상장,N,적정
15260.0,2021Q2,상장,N,적정
15260.0,2021Q3,상장,N,적정
15260.0,2021Q4,상장,N,적정
15260.0,2022Q1,상장,N,적정
15260.0,2022Q2,상장,N,적정
15260.0,2022Q3,상장,N,적정
15260.0,2022Q4,상장,N,적정
15260.0,2023Q1,상장,N,적정
15260.0,2023Q2,상장,N,적정
15260.0,2023Q3,상장,N,적정
15260.0,2023Q4,상장,N,적정
15260.0,2024Q1,상장,N,적정
15260.0,2024Q2,상장,N,기타/확인필요
15260.0,2024Q3,상장,N,기타/확인필요
15260.0,2024Q4,상장,N,기타/확인필요
15260.0,2025Q1,상장,N,기타/확인필요
15260.0,2025Q2,상장,N,기타/확인필요
15260.0,2025Q3,상장,N,기타/확인필요
15350.0,2020Q1,상장폐지,N,기타/확인필요
15350.0,2020Q2,상장폐지,N,적정
15350.0,2020Q3,상장폐지,N,적정
15350.0,2021Q1,상장폐지,N,기타/확인필요
15350.0,2021Q2,상장폐지,N,적정
15360.0,2020Q1,상장,N,기타/확인필요
15360.0,2020Q2,상장,N,적정
15360.0,2020Q3,상장,N,적정
15360.0,2020Q4,상장,N,적정
15360.0,2021Q1,상장,N,적정
15360.0,2021Q2,상장,N,적정
15360.0,2021Q3,상장,N,적정
15360.0,2021Q4,상장,N,적정
15360.0,2022Q1,상장,N,적정
15360.0,2022Q2,상장,N,적정
15360.0,2022Q3,상장,N,적정
15360.0,2022Q4,상장,N,적정
15360.0,2023Q1,상장,N,적정
15360.0,2023Q2,상장,N,적정
15360.0,2023Q3,상장,N,적정
15360.0,2023Q4,상장,N,적정
15360.0,2024Q1,상장,N,적정
15360.0,2024Q2,상장,N,기타/확인필요
15360.0,2024Q3,상장,N,기타/확인필요
15360.0,2024Q4,상장,N,기타/확인필요
15360.0,2025Q1,상장,N,기타/확인필요
15360.0,2025Q2,상장,N,기타/확인필요
15360.0,2025Q3,상장,N,기타/확인필요
15540.0,2020Q1,상장폐지,N,기타/확인필요
15540.0,2020Q2,상장폐지,N,적정
15540.0,2020Q3,상장폐지,N,적정
15540.0,2020Q4,상장폐지,N,적정
15540.0,2021Q1,상장폐지,N,적정
15540.0,2021Q2,상장폐지,N,적정
15540.0,2021Q3,상장폐지,N,적정
15540.0,2021Q4,상장폐지,N,적정
15540.0,2022Q1,상장폐지,N,적정
15540.0,2022Q2,상장폐지,N,적정
15540.0,2022Q3,상장폐지,N,적정
15540.0,2022Q4,상장폐지,N,적정
15540.0,2023Q1,상장폐지,N,적정
15540.0,2023Q2,상장폐지,N,적정
15540.0,2023Q3,상장폐지,N,적정
15540.0,2023Q4,상장폐지,N,적정
15540.0,2024Q1,상장폐지,N,적정
15540.0,2024Q2,상장폐지,N,기타/확인필요
15540.0,2024Q3,상장폐지,N,기타/확인필요
15540.0,2024Q4,상장폐지,N,기타/확인필요
15540.0,2025Q1,상장폐지,N,기타/확인필요
15590.0,2020Q1,상장,N,기타/확인필요
15590.0,2020Q2,상장,N,적정
15590.0,2020Q3,상장,N,적정
15590.0,2020Q4,상장,N,적정
15590.0,2021Q1,상장,N,적정
15590.0,2021Q2,상장,N,적정
15590.0,2021Q3,상장,N,적정
15590.0,2021Q4,상장,N,적정
15590.0,2022Q1,상장,N,적정
15590.0,2022Q2,상장,N,적정
15590.0,2022Q3,상장,N,적정
15590.0,2022Q4,상장,N,적정
15590.0,2023Q1,상장,N,적정
15590.0,2023Q2,상장,N,적정
15590.0,2023Q3,상장,N,적정
15590.0,2023Q4,상장,N,적정
15590.0,2024Q1,상장,N,적정
15590.0,2024Q2,상장,N,기타/확인필요
15590.0,2024Q3,상장,N,기타/확인필요
15590.0,2024Q4,상장,N,기타/확인필요
15590.0,2025Q1,상장,N,기타/확인필요
15590.0,2025Q2,상장,N,기타/확인필요
15590.0,2025Q3,상장,N,기타/확인필요
15710.0,2020Q1,상장,N,기타/확인필요
15710.0,2020Q2,상장,N,적정
15710.0,2020Q3,상장,N,적정
15710.0,2020Q4,상장,N,적정
15710.0,2021Q1,상장,N,적정
15710.0,2021Q2,상장,N,적정
15710.0,2021Q3,상장,N,적정
15710.0,2021Q4,상장,N,적정
15710.0,2022Q1,상장,N,적정
15710.0,2022Q2,상장,N,적정
15710.0,2022Q3,상장,N,적정
15710.0,2022Q4,상장,N,적정
15710.0,2023Q1,상장,N,적정
15710.0,2023Q2,상장,N,적정
15710.0,2023Q3,상장,N,적정
15710.0,2023Q4,상장,N,적정
15710.0,2024Q1,상장,N,적정
15710.0,2024Q2,상장,N,기타/확인필요
15710.0,2024Q3,상장,N,기타/확인필요
15710.0,2024Q4,상장,N,기타/확인필요
15710.0,2025Q1,상장,N,기타/확인필요
15710.0,2025Q2,상장,N,기타/확인필요
15710.0,2025Q3,상장,N,기타/확인필요
15750.0,2020Q1,상장,N,기타/확인필요
15750.0,2020Q2,상장,N,적정
15750.0,2020Q3,상장,N,적정
15750.0,2020Q4,상장,N,적정
15750.0,2021Q1,상장,N,적정
15750.0,2021Q2,상장,N,적정
15750.0,2021Q3,상장,N,적정
15750.0,2021Q4,상장,N,적정
15750.0,2022Q1,상장,N,적정
15750.0,2022Q2,상장,N,적정
15750.0,2022Q3,상장,N,적정
15750.0,2022Q4,상장,N,적정
15750.0,2023Q1,상장,N,적정
15750.0,2023Q2,상장,N,적정
15750.0,2023Q3,상장,N,적정
15750.0,2023Q4,상장,N,적정
15750.0,2024Q1,상장,N,적정
15750.0,2024Q2,상장,N,기타/확인필요
